"","LAGOSLAKEI","Rowid_","A_1","A_2","A_3","buff_area_ha","GAP12_buff_ha","GAP123_buff_ha","GAP12_buff_pct","GAP123_buff_pct"
"1267",41795,NA,0,0,3740400,1202.49772374018,0,374.04,0,0.311052563855679
"1268",41813,NA,0,0,2066400,983.245752960732,0,206.64,0,0.210161090833873
"1269",41835,NA,0,539100,0,957.875528977954,53.91,53.91,0.0562807988815849,0.0562807988815849
"1270",41859,NA,0,30600,0,876.314981077956,3.06,3.06,0.00349189511314287,0.00349189511314287
"1271",41862,NA,0,1183500,8089200,1145.40167250866,118.35,927.27,0.10332619799724,0.809558796931987
"1272",41865,NA,0,0,4713300,985.278574314708,0,471.33,0,0.478372322597013
"1273",41867,NA,0,0,2932200,1391.78489921967,0,293.22,0,0.210679107212903
"1274",41868,NA,0,0,1040400,1072.45572473932,0,104.04,0,0.0970109978435605
"1275",41871,NA,0,132300,0,922.902251756643,13.23,13.23,0.0143352126130564,0.0143352126130564
"1276",41875,NA,0,676800,0,862.802601872068,67.68,67.68,0.0784420443948027,0.0784420443948027
"1277",41878,NA,0,2599200,0,968.278425311816,259.92,259.92,0.268435186827898,0.268435186827898
"1278",41879,NA,0,323100,0,910.650748687826,32.31,32.31,0.0354801223702458,0.0354801223702458
"1279",41880,NA,0,3256200,0,888.032780895064,325.62,325.62,0.366675653202579,0.366675653202579
"1280",41881,NA,0,874800,0,936.333233906949,87.48,87.48,0.0934282762077989,0.0934282762077989
"1281",41887,NA,0,89100,0,874.01009420128,8.91,8.91,0.0101943902697628,0.0101943902697628
"1282",41890,NA,0,342000,7328700,1047.39908071952,34.2,767.07,0.03265231049898,0.732356953638964
"1283",41892,NA,0,454500,0,853.904305213173,45.45,45.45,0.0532261047549744,0.0532261047549744
"1284",41894,NA,0,1376100,0,870.603556164239,137.61,137.61,0.158062758905203,0.158062758905203
"1285",41895,NA,0,33300,0,1236.29067696175,3.33,3.33,0.00269354130226368,0.00269354130226368
"1286",41896,NA,0,766800,0,853.448267769703,76.68,76.68,0.0898472735792013,0.0898472735792013
"1287",41897,NA,0,0,1339200,1161.67364433697,0,133.92,0,0.115281947432349
"1288",41900,NA,0,0,9086400,1360.04368717699,0,908.64,0,0.668096185855647
"1289",41902,NA,0,71100,0,2550.96042497087,7.11,7.11,0.00278718553624021,0.00278718553624021
"1290",41907,NA,0,0,2675700,846.17446393943,0,267.57,0,0.316211385952617
"1291",41914,NA,0,11700,0,897.064819022171,1.17,1.17,0.00130425357810301,0.00130425357810301
"1292",42844,NA,0,3427200,0,974.047601098087,342.72,342.72,0.351851387564259,0.351851387564259
"1293",42849,NA,0,449100,3235500,902.023122744345,44.91,368.46,0.0497880806684471,0.408481768049343
"1294",42854,NA,0,8061300,0,1017.22072654401,806.13,806.13,0.792482869218379,0.792482869218379
"1295",42860,NA,0,0,314100,863.271470970522,0,31.41,0,0.0363848465473876
"1296",42866,NA,0,3600,0,859.912577721455,0.36,0.36,0.000418647208247502,0.000418647208247502
"1297",42867,NA,0,0,67500,888.159556691723,0,6.75,0,0.00759998577861714
"1298",42886,NA,0,0,2274300,1064.28912979961,0,227.43,0,0.213691931667875
"1299",42893,NA,0,9900,0,861.729195526442,0.99,0.99,0.00114885280101853,0.00114885280101853
"1300",42897,NA,0,0,58500,877.60356758267,0,5.85,0,0.00666587992128796
"1301",42909,NA,0,11784600,3519900,2036.52442011605,1178.46,1530.45,0.578662346672398,0.751500932118842
"1302",42913,NA,0,517500,0,1074.70170205931,51.75,51.75,0.0481528966603831,0.0481528966603831
"1303",42918,NA,0,3778200,1775700,936.719635762885,377.82,555.39,0.40334373869754,0.592909531086832
"1304",42919,NA,0,0,1819800,944.650410894414,0,181.98,0,0.192642693954579
"1305",42920,NA,0,0,2719800,938.651205337316,0,271.98,0,0.289756193198794
"1306",42931,NA,0,273600,2718900,966.749464960492,27.36,299.25,0.0283010241967066,0.309542452151478
"1307",42953,NA,0,6320700,0,917.07409655832,632.07,632.07,0.689224570154245,0.689224570154245
"1308",42964,NA,0,0,270900,839.257071475802,0,27.09,0,0.0322785483980054
"1309",42967,NA,0,115200,0,896.383975173212,11.52,11.52,0.0128516353695122,0.0128516353695122
"1310",42977,NA,0,16200,0,2124.24411287141,1.62,1.62,0.000762624215448661,0.000762624215448661
"1311",42980,NA,0,4500,0,945.516358684729,0.45,0.45,0.000475930422426511,0.000475930422426511
"1312",43856,NA,0,18000,663300,1293.97803521792,1.8,68.13,0.00139105916098248,0.0526515892431868
"1313",43857,NA,0,5359500,0,838.127702075194,535.95,535.95,0.639461025656346,0.639461025656346
"1314",43862,NA,0,0,1534500,865.029544222617,0,153.45,0,0.177392785049789
"1315",43863,NA,0,63900,0,1016.95962798927,6.39,6.39,0.00628343527523731,0.00628343527523731
"1316",43865,NA,0,0,3704400,1074.6462579034,0,370.44,0,0.344708779540828
"1317",43867,NA,0,0,6198300,1029.57165893288,0,619.83,0,0.602027061081341
"1318",43874,NA,752400,0,0,896.360232772782,75.24,75.24,0.0839394668003668,0.0839394668003668
"1319",43876,NA,0,0,1629900,879.543940523467,0,162.99,0,0.185311946897156
"1320",43877,NA,0,0,3170700,892.343729174104,0,317.07,0,0.355322718851243
"1321",43896,NA,0,0,414000,1540.37774205128,0,41.4,0,0.0268765244198275
"1322",43905,NA,0,0,1955700,833.327181717495,0,195.57,0,0.234685732435763
"1323",43911,NA,0,189000,3038400,890.92366770907,18.9,322.74,0.0212139386178837,0.362253256589194
"1324",43920,NA,0,73800,5929200,1017.3755802443,7.38,600.3,0.00725395826605926,0.590047580909942
"1325",43923,NA,0,20700,0,1070.79813137552,2.07,2.07,0.00193313747880838,0.00193313747880838
"1326",43936,NA,0,9900,0,1211.6798917954,0.99,0.99,0.000817047478218912,0.000817047478218912
"1327",43943,NA,0,351000,2711700,911.518580702716,35.1,306.27,0.0385071689629633,0.335999733284523
"1328",43945,NA,0,0,7565400,916.601906477061,0,756.54,0,0.825374674276802
"1329",43949,NA,0,3716100,0,855.180235135745,371.61,371.61,0.434539977342921,0.434539977342921
"1330",43953,NA,0,0,4500,996.383693891804,0,0.45,0,0.000451633244059156
"1331",43959,NA,0,1546200,0,892.673901593448,154.62,154.62,0.173209947914909,0.173209947914909
"1332",43960,NA,0,0,5608800,893.997452291332,0,560.88,0,0.627384338246663
"1333",43961,NA,0,100800,0,843.328932484034,10.08,10.08,0.0119526315435535,0.0119526315435535
"1334",43962,NA,0,1993500,0,949.607276563487,199.35,199.35,0.209928888415244,0.209928888415244
"1335",43967,NA,0,0,77400,906.976431777452,0,7.74,0,0.00853384909333475
"1336",43968,NA,0,17091900,0,2232.78181542715,1709.19,1709.19,0.76549799366447,0.76549799366447
"1337",43969,NA,0,0,6899400,946.341592709675,0,689.94,0,0.729060209669623
"1338",43970,NA,0,974700,0,948.867918806137,97.47,97.47,0.102722410641342,0.102722410641342
"1339",43971,NA,0,0,497700,952.780659541379,0,49.77,0,0.0522365766995698
"1340",43972,NA,0,0,4116600,1060.52080083552,0,411.66,0,0.38816777537572
"1341",43975,NA,0,36000,3168000,930.747422586516,3.6,320.4,0.00386785922006179,0.344239470585499
"1342",43978,NA,0,0,8142300,1023.32412196843,0,814.23,0,0.795671657220174
"1343",43981,NA,0,0,6000300,953.779460720601,0,600.03,0,0.629107697021137
"1344",43985,NA,0,345600,8514000,2688.06682908646,34.56,885.96,0.0128568232106585,0.329590020014901
"1345",43991,NA,0,0,769500,981.5959419894,0,76.95,0,0.078392744619589
"1346",44033,NA,0,0,4220100,1785.36959408642,0,422.01,0,0.236371226102316
"1347",44891,NA,0,0,1757700,1400.51073395341,0,175.77,0,0.125504214811571
"1348",44895,NA,0,133200,0,1053.98185617975,13.32,13.32,0.0126377887075585,0.0126377887075585
"1349",44899,NA,0,368100,0,941.042041629343,36.81,36.81,0.0391162119986332,0.0391162119986332
"1350",44901,NA,0,1874700,0,944.943324095758,187.47,187.47,0.198392850893354,0.198392850893354
"1351",44907,NA,0,0,4015800,1141.95561365703,0,401.58,0,0.351659902711953
"1352",44934,NA,0,0,3584700,999.674433075792,0,358.47,0,0.3585867439833
"1353",44942,NA,0,1421100,0,858.047095532907,142.11,142.11,0.165620279749027,0.165620279749027
"1354",44951,NA,0,42300,0,1608.92744543195,4.23,4.23,0.00262908064127427,0.00262908064127427
"1355",44959,NA,0,0,642600,832.043498238699,0,64.26,0,0.0772315391395138
"1356",44964,NA,0,1848600,0,878.315807834408,184.86,184.86,0.210470992723898,0.210470992723898
"1357",44968,NA,0,0,3145500,840.653847218331,0,314.55,0,0.374173033336879
"1358",44973,NA,0,1989000,0,926.591075697703,198.9,198.9,0.214657798047788,0.214657798047788
"1359",44981,NA,0,0,7893900,1135.07621828328,0,789.39,0,0.695451095957148
"1360",44982,NA,0,0,2783700,1406.12986246144,0,278.37,0,0.197968912709607
"1361",44985,NA,0,0,147600,958.912876403538,0,14.76,0,0.0153924307027332
"1362",44987,NA,0,0,27000,1295.70598629488,0,2.7,0,0.00208380607063548
"1363",44992,NA,0,0,3918600,935.191344330127,0,391.86,0,0.41901585421611
"1364",44993,NA,0,0,3895200,868.529472026695,0,389.52,0,0.448482190352232
"1365",44998,NA,0,39600,0,841.376038416797,3.96,3.96,0.004706575679825,0.004706575679825
"1366",45002,NA,0,4500,0,1408.52272339049,0.45,0.45,0.000319483663647821,0.000319483663647821
"1367",45004,NA,0,36000,306900,1295.56662567062,3.6,34.29,0.00277870696008131,0.0264671837947745
"1368",45895,NA,0,0,225900,875.653825072237,0,22.59,0,0.0257978659524915
"1369",45896,NA,0,963000,5691600,878.639771800041,96.3,665.46,0.109601230322995,0.757375230848808
"1370",45897,NA,0,4500,6183000,861.228622823243,0.45,618.75,0.000522509340812233,0.71845034361682
"1371",45902,NA,0,7200,0,988.80617494681,0.72,0.72,0.000728150792584533,0.000728150792584533
"1372",45904,NA,0,0,1298700,899.74627790163,0,129.87,0,0.144340691581276
"1373",45913,NA,0,3613500,0,856.255771093313,361.35,361.35,0.42201175419654,0.42201175419654
"1374",45918,NA,9141300,0,0,1066.55509788986,914.13,914.13,0.857086522589011,0.857086522589011
"1375",45919,NA,0,0,1521000,1172.355862634,0,152.1,0,0.129738763499905
"1376",45922,NA,0,0,1489500,1178.74773535376,0,148.95,0,0.126362915094211
"1377",45959,NA,0,1583100,0,857.886888288412,158.31,158.31,0.184534817073435,0.184534817073435
"1378",45979,NA,0,0,4532400,1412.73120634407,0,453.24,0,0.320825361515808
"1379",45986,NA,0,0,243000,1058.96161848316,0,24.3,0,0.0229470073096765
"1380",45991,NA,0,0,690300,912.398515903677,0,69.03,0,0.0756577293767624
"1381",45993,NA,0,3267000,8340300,1565.28777113464,326.7,1160.73,0.208715615124996,0.741544156547402
"1382",45998,NA,0,483300,0,888.767758870098,48.33,48.33,0.054378660249155,0.054378660249155
"1383",45999,NA,0,519300,0,1033.63744799616,51.93,51.93,0.0502400528354239,0.0502400528354239
"1384",46004,NA,0,0,82800,990.086492734606,0,8.28,0,0.00836290572668126
"1385",46009,NA,0,0,2910600,1905.75271568513,0,291.06,0,0.15272705509191
"1386",46011,NA,0,1800,0,1330.1756231217,0.18,0.18,0.00013532047713938,0.00013532047713938
"1387",46016,NA,0,73800,0,985.384525448262,7.38,7.38,0.00748946204187929,0.00748946204187929
"1388",46017,NA,0,900,0,1061.93506036941,0.09,0.09,8.47509450989329e-05,8.47509450989329e-05
"1389",46915,NA,0,0,4678200,1602.13578369337,0,467.82,0,0.291997722516094
"1390",46923,NA,0,114300,0,949.382510030274,11.43,11.43,0.0120394044331357,0.0120394044331357
"1391",46932,NA,0,0,2242800,886.732601238561,0,224.28,0,0.25292856007181
"1392",46936,NA,0,1027800,0,868.776489882941,102.78,102.78,0.118304306339883,0.118304306339883
"1393",46943,NA,0,7017300,0,1113.23171488398,701.73,701.73,0.630353942146839,0.630353942146839
"1394",46949,NA,0,0,5378400,855.465630479934,0,537.84,0,0.628710237836511
"1395",46958,NA,0,902700,0,1014.16931582276,90.27,90.27,0.0890088061151477,0.0890088061151477
"1396",46961,NA,1771200,4652100,0,836.342151653866,642.33,642.33,0.768022990028415,0.768022990028415
"1397",46967,NA,0,70200,0,908.756829550432,7.02,7.02,0.00772483878164948,0.00772483878164948
"1398",46989,NA,0,0,9665100,966.288751479691,0,966.51,0,1
"1399",46990,NA,0,12808800,0,1492.43276440418,1280.88,1280.88,0.858249718546861,0.858249718546861
"1400",46998,NA,0,6718500,0,925.92822710792,671.85,671.85,0.725596196692785,0.725596196692785
"1401",47002,NA,0,0,282600,866.762142622175,0,28.26,0,0.0326041004911755
"1402",47006,NA,0,0,3597300,881.698471165934,0,359.73,0,0.407996624429101
"1403",47009,NA,0,1233000,0,946.585424497684,123.3,123.3,0.130257657480233,0.130257657480233
"1404",47011,NA,0,0,205200,1331.75597684582,0,20.52,0,0.015408228201536
"1405",47012,NA,0,11700,0,833.026099208315,1.17,1.17,0.00140451781896382,0.00140451781896382
"1406",47019,NA,0,1465200,8441100,1509.35181290357,146.52,990.63,0.0970747831932815,0.656328094968335
"1407",47020,NA,0,114300,0,1165.71486355572,11.43,11.43,0.00980514219844091,0.00980514219844091
"1408",47026,NA,0,108900,0,900.620548776375,10.89,10.89,0.0120916628149287,0.0120916628149287
"1409",47027,NA,0,211500,0,1446.42624873849,21.15,21.15,0.0146222457027768,0.0146222457027768
"1410",47039,NA,0,0,828900,910.102528908276,0,82.89,0,0.0910776504482761
"1411",47956,NA,919800,1786500,0,992.637963710559,270.63,270.63,0.272637164700374,0.272637164700374
"1412",47963,NA,0,0,8437500,1210.47614309654,0,843.75,0,0.697039759777161
"1413",47971,NA,0,0,743400,930.54945560099,0,74.34,0,0.0798882848757221
"1414",47977,NA,0,737100,166500,1124.74067319,73.71,90.36,0.0655351066756955,0.0803385190505474
"1415",47979,NA,0,10045800,4898700,2544.6803944216,1004.58,1494.45,0.394776492247208,0.58728396826419
"1416",47980,NA,0,900,0,1945.22435623844,0.09,0.09,4.62671566451268e-05,4.62671566451268e-05
"1417",47981,NA,0,340200,1674900,1704.75220073181,34.02,201.51,0.0199559795173727,0.118204862802639
"1418",47992,NA,0,0,28800,852.601345305871,0,2.88,0,0.00337789755535373
"1419",48001,NA,0,5949900,0,921.923654256788,594.99,594.99,0.645378819875983,0.645378819875983
"1420",48018,NA,0,0,348300,941.023227557492,0,34.83,0,0.0370129014672723
"1421",48024,NA,0,363600,0,921.128618251198,36.36,36.36,0.0394733148873726,0.0394733148873726
"1422",48039,NA,0,4176000,0,911.841255189336,417.6,417.6,0.45797445292524,0.45797445292524
"1423",48040,NA,0,83700,72900,867.17060354317,8.37,15.66,0.00965207995497199,0.0180587302383347
"1424",48049,NA,0,8630100,0,901.522346612367,863.01,863.01,0.9572807631923,0.9572807631923
"1425",48055,NA,0,0,63900,916.360716237028,0,6.39,0,0.00697323650695121
"1426",48056,NA,0,2049300,0,917.915726405496,204.93,204.93,0.223255789289605,0.223255789289605
"1427",48067,NA,0,0,5949900,838.616405977109,0,594.99,0,0.709490054999283
"1428",48069,NA,0,1630800,0,989.488785872124,163.08,163.08,0.164812378198165,0.164812378198165
"1429",48071,NA,0,0,6782400,944.432741438261,0,678.24,0,0.718145369427917
"1430",48073,NA,0,0,205200,913.959113455622,0,20.52,0,0.0224517702136753
"1431",48074,NA,0,0,219600,940.046037901975,0,21.96,0,0.0233605580094897
"1432",48083,NA,0,4294800,6498000,1445.23609002174,429.48,1079.28,0.297169440318599,0.746784561672389
"1433",48085,NA,0,719100,54000,856.509851089224,71.91,77.31,0.0839570028395493,0.0902616588725568
"1434",48086,NA,0,27900,453600,893.88486866625,2.79,48.15,0.00312120732523743,0.0538659973871622
"1435",48093,NA,0,351000,2738700,977.922900170221,35.1,308.97,0.0358924001001412,0.315945152676371
"1436",48095,NA,0,393300,0,864.655795578884,39.33,39.33,0.0454863081946599,0.0454863081946599
"1437",48996,NA,0,9173700,0,921.112741902147,917.37,917.37,0.995936716829671,0.995936716829671
"1438",49000,NA,0,1455300,0,858.268820639757,145.53,145.53,0.169562258933654,0.169562258933654
"1439",49005,NA,0,0,828900,905.081845467908,0,82.89,0,0.0915828777420098
"1440",49006,NA,0,3069900,0,1275.97967388166,306.99,306.99,0.240591606813065,0.240591606813065
"1441",49012,NA,0,0,1205100,951.739423582483,0,120.51,0,0.12662079242907
"1442",49013,NA,0,0,3195000,1072.43175373139,0,319.5,0,0.297921055478207
"1443",49015,NA,20700,0,0,874.109660205886,2.07,2.07,0.0023681239256782,0.0023681239256782
"1444",49025,NA,0,0,3471300,876.137397672259,0,347.13,0,0.396204979860765
"1445",49050,NA,0,386100,8100,863.45144224957,38.61,39.42,0.0447158903335762,0.0456539859349799
"1446",49054,NA,0,900,0,845.038310391169,0.09,0.09,0.00010650404708674,0.00010650404708674
"1447",49066,NA,2700,879300,81900,915.686261382448,88.2,96.39,0.0963212005243378,0.105265312001598
"1448",49068,NA,0,0,2945700,857.780564435789,0,294.57,0,0.343409506129059
"1449",49069,NA,0,0,8100,899.050895462813,0,0.81,0,0.000900950106482046
"1450",49073,NA,0,0,216900,1086.02690955752,0,21.69,0,0.0199718808154
"1451",49074,NA,0,5952600,0,1412.17600377791,595.26,595.26,0.421519696133866,0.421519696133866
"1452",49076,NA,0,1466100,0,1115.30463956383,146.61,146.61,0.131452873770287,0.131452873770287
"1453",49079,NA,0,3772800,11700,1438.30743288658,377.28,378.45,0.262308315575361,0.263121771706678
"1454",49092,NA,0,0,1025100,945.75170078837,0,102.51,0,0.108389971611522
"1455",49100,NA,0,388800,0,1213.2577390697,38.88,38.88,0.0320459526018045,0.0320459526018045
"1456",49120,NA,0,227700,2909700,894.557279444285,22.77,313.74,0.0254539318199335,0.350720973613787
"1457",49121,NA,0,0,249300,1284.07932484523,0,24.93,0,0.0194146884212194
"1458",49122,NA,1960200,4713300,722700,1062.00577938664,667.35,739.62,0.6283864108399,0.696436887967943
"1459",49129,NA,0,36900,0,912.76077026025,3.69,3.69,0.00404268031693331,0.00404268031693331
"1460",49134,NA,0,0,272700,1262.28033647206,0,27.27,0,0.0216037588577326
"1461",50068,NA,0,0,2979000,939.641242763455,0,297.9,0,0.317035892468795
"1462",50072,NA,0,0,1148400,1208.67515012399,0,114.84,0,0.0950131224160765
"1463",50073,NA,0,0,1060200,895.429733815195,0,106.02,0,0.11840125025587
"1464",50093,NA,0,0,3486600,1224.25790583194,0,348.66,0,0.284792933203946
"1465",50097,NA,0,0,3138300,927.825017726125,0,313.83,0,0.338242657833393
"1466",50105,NA,0,0,648000,2323.79156661317,0,64.8,0,0.0278854613860413
"1467",50118,NA,0,108000,0,930.067851863865,10.8,10.8,0.0116120560218878,0.0116120560218878
"1468",50138,NA,0,0,5869800,1031.32620344988,0,586.98,0,0.56915067030829
"1469",50139,NA,0,252000,900,937.896262879752,25.2,25.29,0.0268686431510293,0.0269646025908544
"1470",50145,NA,0,0,4870800,942.666310550618,0,487.08,0,0.516704579922341
"1471",50148,NA,0,2025000,0,920.436438017151,202.5,202.5,0.220004327986227,0.220004327986227
"1472",50157,NA,0,689400,0,1073.33624913806,68.94,68.94,0.0642296391791127,0.0642296391791127
"1473",50160,NA,0,0,8447400,953.201463664403,0,844.74,0,0.886213494419696
"1474",50163,NA,0,3632400,0,987.96595675661,363.24,363.24,0.367664490376247,0.367664490376247
"1475",50167,NA,0,2046600,0,930.290970653084,204.66,204.66,0.219995685711455,0.219995685711455
"1476",50171,NA,0,2136600,0,970.325100778473,213.66,213.66,0.220194241938691,0.220194241938691
"1477",50172,NA,0,734400,9776700,1128.81941808894,73.44,1051.11,0.0650591217896761,0.93115868061474
"1478",50176,NA,0,3660300,465300,952.278783232173,366.03,412.56,0.384372734586862,0.433234476357555
"1479",50177,NA,0,0,6082200,822.090170911157,0,608.22,0,0.739845848449793
"1480",50180,NA,0,0,126900,975.920898904387,0,12.69,0,0.0130031030324757
"1481",51090,NA,0,0,6745500,839.912799249778,0,674.55,0,0.80311908641292
"1482",51091,NA,0,0,4844700,1100.63237660056,0,484.47,0,0.440174221928983
"1483",51094,NA,0,0,568800,894.915341814655,0,56.88,0,0.0635590846891307
"1484",51099,NA,0,610200,1719000,1370.52553566394,61.02,232.92,0.0445230668178971,0.169949405493684
"1485",51102,NA,0,75600,377100,1026.33357422611,7.56,45.27,0.00736602620225153,0.0441084664253871
"1486",51121,NA,0,0,1755900,1050.91716000852,0,175.59,0,0.167082627139304
"1487",51133,NA,0,0,6392700,932.578941982057,0,639.27,0,0.685486205212105
"1488",51138,NA,0,0,20700,1275.36528801195,0,2.07,0,0.0016230644031615
"1489",51157,NA,0,24300,0,1153.93608013052,2.43,2.43,0.00210583587933671,0.00210583587933671
"1490",51181,NA,0,0,470700,832.365075193231,0,47.07,0,0.0565497056553855
"1491",51183,NA,0,6300,0,1020.77729391581,0.63,0.63,0.000617176737526415,0.000617176737526415
"1492",51185,NA,0,0,3041100,871.912045187421,0,304.11,0,0.348785180430247
"1493",51186,NA,0,0,4222800,890.941281832279,0,422.28,0,0.473970629278232
"1494",51187,NA,0,104400,74700,891.243110919942,10.44,17.91,0.0117139755383061,0.0200955270010595
"1495",51188,NA,0,0,15300,892.194211868451,0,1.53,0,0.0017148732637436
"1496",51189,NA,0,42300,0,865.812999548968,4.23,4.23,0.00488558153111994,0.00488558153111994
"1497",51191,NA,0,476100,0,1037.58837633562,47.61,47.61,0.0458852480288386,0.0458852480288386
"1498",51206,NA,0,0,491400,1006.43638995321,0,49.14,0,0.0488257385072139
"1499",51208,NA,0,0,1710900,895.801955818937,0,171.09,0,0.190990875704877
"1500",51216,NA,0,0,1558800,870.152906055258,0,155.88,0,0.179140929042764
"1501",51220,NA,0,149400,0,1013.4911379947,14.94,14.94,0.0147411254424586,0.0147411254424586
"1502",51222,NA,0,179100,0,1233.41252331948,17.91,17.91,0.0145206892757979,0.0145206892757979
"1503",51225,NA,0,184500,1424700,946.185793347381,18.45,160.92,0.0194993415983644,0.170072306233539
"1504",51226,NA,0,0,641700,1048.96630753622,0,64.17,0,0.0611745101238955
"1505",51235,NA,0,0,372600,908.465478918987,0,37.26,0,0.0410142166814494
"1506",51244,NA,0,508500,0,1674.98239890962,50.85,50.85,0.0303585279660863,0.0303585279660863
"1507",51597,NA,0,66600,0,1074.02414245476,6.66,6.66,0.00620097792660237,0.00620097792660237
"1508",52166,NA,13803300,569700,0,1437.85028489297,1437.3,1437.3,0.999617286376231,0.999617286376231
"1509",52168,NA,0,211500,0,1088.24374055546,21.15,21.15,0.0194349842887263,0.0194349842887263
"1510",52175,NA,0,0,6477300,877.949077679307,0,647.73,0,0.737776274806453
"1511",52176,NA,0,0,1168200,901.90688837424,0,116.82,0,0.129525565782713
"1512",52179,NA,0,5645700,0,937.579145565462,564.57,564.57,0.602157164726081,0.602157164726081
"1513",52193,NA,0,0,1224000,1039.56763029225,0,122.4,0,0.117741257454881
"1514",52200,NA,0,3600,0,1043.45542961228,0.36,0.36,0.000345007548749605,0.000345007548749605
"1515",52203,NA,0,200700,0,1785.46041428215,20.07,20.07,0.0112407980818041,0.0112407980818041
"1516",52204,NA,0,74700,0,934.446992816431,7.47,7.47,0.00799403289584715,0.00799403289584715
"1517",52206,NA,0,0,153900,1021.30724059917,0,15.39,0,0.0150689228355721
"1518",52213,NA,0,900,0,1131.47371182568,0.09,0.09,7.95422810617329e-05,7.95422810617329e-05
"1519",52224,NA,0,0,55800,1011.95273615588,0,5.58,0,0.00551409151893477
"1520",52233,NA,0,0,163800,840.45319858954,0,16.38,0,0.0194894849915369
"1521",52238,NA,0,2979000,3005100,898.109555333333,297.9,598.41,0.331696727009473,0.666299558273712
"1522",52240,NA,0,1825200,0,847.086570533703,182.52,182.52,0.215467941942468,0.215467941942468
"1523",52241,NA,0,0,497700,853.22108458765,0,49.77,0,0.0583318918144799
"1524",52245,NA,0,0,9170100,916.754238894886,0,917.01,0,1
"1525",52251,NA,0,6231600,0,989.846387375344,623.16,623.16,0.629552229464976,0.629552229464976
"1526",52252,NA,0,22500,0,1151.27146293522,2.25,2.25,0.0019543609586774,0.0019543609586774
"1527",52254,NA,0,0,18900,951.140979291509,0,1.89,0,0.00198708713129765
"1528",52258,NA,0,161100,0,899.223222423836,16.11,16.11,0.0179154625884504,0.0179154625884504
"1529",52259,NA,0,0,5712300,1029.21052842773,0,571.23,0,0.555017641407765
"1530",52260,NA,0,337500,0,1053.74941825979,33.75,33.75,0.0320284874327488,0.0320284874327488
"1531",52270,NA,0,130500,0,860.568600984361,13.05,13.05,0.015164392455259,0.015164392455259
"1532",52271,NA,0,0,4321800,1019.37272472876,0,432.18,0,0.423966611540441
"1533",52275,NA,0,0,353700,1207.10426122673,0,35.37,0,0.0293015285722336
"1534",52284,NA,0,551700,1663200,1105.16065530126,55.17,221.49,0.0499203439204603,0.200414300796497
"1535",52285,NA,0,9900,0,886.575660839854,0.99,0.99,0.00111665596488648,0.00111665596488648
"1536",52289,NA,0,0,539100,839.293629486267,0,53.91,0,0.06423258571973
"1537",52293,NA,0,6300,0,923.267376808023,0.63,0.63,0.000682359212320569,0.000682359212320569
"1538",53250,NA,0,2999700,0,872.711357476795,299.97,299.97,0.343721893189612,0.343721893189612
"1539",53288,NA,0,0,9900,914.201231109413,0,0.99,0,0.00108291256488312
"1540",53293,NA,0,0,163800,942.584223725656,0,16.38,0,0.0173777574329182
"1541",53306,NA,0,0,1096200,1565.35589096423,0,109.62,0,0.0700288034387348
"1542",53315,NA,0,1244700,0,954.134637722089,124.47,124.47,0.130453287281511,0.130453287281511
