"","LAGOSLAKEI","Rowid_","A_1","A_2","A_3","buff_area_ha","GAP12_buff_ha","GAP123_buff_ha","GAP12_buff_pct","GAP123_buff_pct"
"1895",69770,NA,0,2967300,0,875.035603562979,296.73,296.73,0.339106201841127,0.339106201841127
"1896",69771,NA,0,895500,0,982.444936635029,89.55,89.55,0.0911501465992767,0.0911501465992767
"1897",69772,NA,0,966600,0,875.679510496207,96.66,96.66,0.11038284993699,0.11038284993699
"1898",69773,NA,0,411300,0,822.697682227613,41.13,41.13,0.0499940632975075,0.0499940632975075
"1899",69777,NA,0,5773500,0,924.974131175816,577.35,577.35,0.62417961815438,0.62417961815438
"1900",69780,NA,0,6631200,0,1301.53504993537,663.12,663.12,0.509490697183245,0.509490697183245
"1901",69781,NA,0,0,20700,859.139874231069,0,2.07,0,0.00240938648302484
"1902",69784,NA,6300,653400,0,848.201725303759,65.97,65.97,0.0777763096112245,0.0777763096112245
"1903",69785,NA,0,10800,0,902.193544045081,1.08,1.08,0.00119708238562394,0.00119708238562394
"1904",69788,NA,0,3697200,0,1141.73667061166,369.72,369.72,0.323822479838483,0.323822479838483
"1905",69797,NA,0,16200,3451500,1118.84628460746,1.62,346.77,0.00144792007828704,0.309935336757775
"1906",69801,NA,0,0,9693000,1004.42228999755,0,969.3,0,0.965032347104088
"1907",69802,NA,0,6174000,0,864.171767129521,617.4,617.4,0.714441299153742,0.714441299153742
"1908",69805,NA,0,0,897300,1211.46897075079,0,89.73,0,0.0740671054450459
"1909",69806,NA,0,0,3752100,1349.29480900405,0,375.21,0,0.278078591495474
"1910",69823,NA,0,84600,0,1412.85341258259,8.46,8.46,0.00598788234126551,0.00598788234126551
"1911",69826,NA,0,233100,2309400,1554.54708549501,23.31,254.25,0.014994721110411,0.163552459988074
"1912",69828,NA,0,246600,832500,913.983180917652,24.66,107.91,0.0269808028362634,0.118065629929488
"1913",69841,NA,0,240300,0,1878.21955904013,24.03,24.03,0.0127940313923047,0.0127940313923047
"1914",70690,NA,0,0,5000400,862.081353086741,0,500.04,0,0.580038065096261
"1915",70691,NA,0,1610100,0,855.615480493226,161.01,161.01,0.188180325941724,0.188180325941724
"1916",70692,NA,0,0,9105300,1122.20077278005,0,910.53,0,0.811378874516656
"1917",70695,NA,0,2186100,0,872.07492709364,218.61,218.61,0.250678001635204,0.250678001635204
"1918",70715,NA,0,0,433800,1144.65646643484,0,43.38,0,0.0378978333430568
"1919",70723,NA,0,2139300,99900,1361.43049254102,213.93,223.92,0.157136189597689,0.164474059620972
"1920",70734,NA,0,0,2142000,1060.54048168372,0,214.2,0,0.201972488273088
"1921",70743,NA,0,61200,0,985.467501766745,6.12,6.12,0.00621025045374715,0.00621025045374715
"1922",70766,NA,0,0,298800,1035.85832178267,0,29.88,0,0.0288456436287328
"1923",70775,NA,11700,6384600,0,1025.17334909186,639.63,639.63,0.623923749643518,0.623923749643518
"1924",70778,NA,0,533700,1393200,1224.34760059257,53.37,192.69,0.0435905620055688,0.157381776144895
"1925",70783,NA,0,2993400,0,1290.93634945744,299.34,299.34,0.231878202303163,0.231878202303163
"1926",70790,NA,0,313200,0,894.658175958128,31.32,31.32,0.0350077838012916,0.0350077838012916
"1927",70793,NA,0,1704600,0,1274.32069251424,170.46,170.46,0.133765386532084,0.133765386532084
"1928",70796,NA,0,1062900,0,878.662642207674,106.29,106.29,0.12096792886624,0.12096792886624
"1929",70798,NA,0,0,2333700,965.400773750101,0,233.37,0,0.24173380252584
"1930",70803,NA,0,648900,0,1000.0839670263,64.89,64.89,0.0648845518371297,0.0648845518371297
"1931",70807,NA,0,119700,0,2012.05308059327,11.97,11.97,0.00594914722452081,0.00594914722452081
"1932",70808,NA,0,322200,0,952.263811873005,32.22,32.22,0.0338351616414222,0.0338351616414222
"1933",70814,NA,0,923400,0,1123.56620930611,92.34,92.34,0.0821847428617731,0.0821847428617731
"1934",70823,NA,0,0,160200,937.364674208432,0,16.02,0,0.0170904669663685
"1935",71683,NA,0,5558400,0,917.489342094888,555.84,555.84,0.605827200925146,0.605827200925146
"1936",71686,NA,0,3570300,0,997.464263398164,357.03,357.03,0.357937635563674,0.357937635563674
"1937",71689,NA,0,4618800,0,944.264180430682,461.88,461.88,0.489142773359607,0.489142773359607
"1938",71693,NA,243000,3669300,0,987.571838070199,391.23,391.23,0.39615345934175,0.39615345934175
"1939",71708,NA,558000,0,0,1000.7388631379,55.8,55.8,0.0557588018766796,0.0557588018766796
"1940",71713,NA,0,151200,0,893.965138742027,15.12,15.12,0.0169134112111761,0.0169134112111761
"1941",71742,NA,0,900,0,847.105453432284,0.09,0.09,0.000106244151345431,0.000106244151345431
"1942",71755,NA,0,0,2956500,860.745439616426,0,295.65,0,0.343481343487281
"1943",71767,NA,0,0,6882300,974.764660807018,0,688.23,0,0.706047344217636
"1944",71768,NA,0,889200,0,866.714966538138,88.92,88.92,0.102594282356941,0.102594282356941
"1945",71788,NA,0,0,3667500,929.651833273352,0,366.75,0,0.394502529735949
"1946",71790,NA,0,1126800,0,1174.96022658343,112.68,112.68,0.0959011185660752,0.0959011185660752
"1947",71792,NA,0,0,405000,888.079341651713,0,40.5,0,0.0456040334466909
"1948",71797,NA,0,0,779400,906.189048658369,0,77.94,0,0.0860085432674249
"1949",71799,NA,0,0,4500900,875.939448536318,0,450.09,0,0.513836887643425
"1950",71800,NA,0,0,140400,896.666481874918,0,14.04,0,0.0156579957919722
"1951",71802,NA,0,0,612000,846.585378706671,0,61.2,0,0.0722904051254645
"1952",71819,NA,0,30600,0,1002.06821009292,3.06,3.06,0.00305368433922902,0.00305368433922902
"1953",72712,NA,0,5139000,0,889.725646543111,513.9,513.9,0.57759378073081,0.57759378073081
"1954",72713,NA,0,0,1186200,859.826317737203,0,118.62,0,0.13795809403947
"1955",72714,NA,0,0,162900,1290.91200218066,0,16.29,0,0.0126189856260398
"1956",72724,NA,0,9286200,0,1253.48670141208,928.62,928.62,0.74082955882491,0.74082955882491
"1957",72731,NA,0,911700,1230300,1015.20119119265,91.17,214.2,0.0898048591657921,0.210992660231575
"1958",72744,NA,0,1901700,0,874.45495879963,190.17,190.17,0.217472607464023,0.217472607464023
"1959",72761,NA,0,0,2364300,959.522708907508,0,236.43,0,0.24640375658143
"1960",72767,NA,0,857700,177300,924.804902008218,85.77,103.5,0.0927438855630523,0.111915496744502
"1961",72772,NA,0,73800,0,950.031196210879,7.38,7.38,0.0077681659606911,0.0077681659606911
"1962",72778,NA,0,0,3481200,1079.81842714439,0,348.12,0,0.322387534097387
"1963",72783,NA,0,0,657900,962.987165625663,0,65.79,0,0.0683186675258081
"1964",72786,NA,0,3600,67500,1033.83142519461,0.36,7.11,0.000348219246607088,0.00687733012049
"1965",72796,NA,0,0,161100,980.957993682721,0,16.11,0,0.0164227215678418
"1966",72797,NA,0,0,288000,899.091419118858,0,28.8,0,0.0320323377440584
"1967",72798,NA,0,527400,0,879.144960347397,52.74,52.74,0.0599901067272906,0.0599901067272906
"1968",72800,NA,0,459900,10471500,1826.51102611105,45.99,1093.14,0.0251791526810109,0.598485300320075
"1969",72802,NA,0,260100,1016100,1015.30203361693,26.01,127.62,0.0256179926157948,0.125696586606218
"1970",72804,NA,0,16200,0,981.298091653448,1.62,1.62,0.00165087450365909,0.00165087450365909
"1971",72806,NA,0,38700,2012400,955.525477875078,3.87,205.11,0.00405012748441434,0.21465675667396
"1972",72808,NA,0,0,8453700,1059.70990541748,0,845.37,0,0.797737187958961
"1973",72811,NA,0,1967400,6505200,992.945478910829,196.74,847.26,0.19813776705626,0.853279478073023
"1974",72812,NA,0,68400,2878200,1007.46614149689,6.84,294.66,0.00678931005049672,0.29247633033324
"1975",72826,NA,0,44100,0,931.065502362002,4.41,4.41,0.00473650885873481,0.00473650885873481
"1976",72830,NA,0,2203200,45900,853.419138884244,220.32,224.91,0.258161540984475,0.263539906421651
"1977",72832,NA,0,71100,0,929.675512002113,7.11,7.11,0.00764782970854872,0.00764782970854872
"1978",72836,NA,0,1274400,0,966.540887726792,127.44,127.44,0.131851638785532,0.131851638785532
"1979",73773,NA,0,0,8661600,873.717316690663,0,866.16,0,0.99135038696579
"1980",73774,NA,0,2587500,2082600,855.750529154429,258.75,467.01,0.302366158342516,0.54573147674411
"1981",73781,NA,0,387900,1381500,1001.27967861847,38.79,176.94,0.0387404247068324,0.176713863047871
"1982",73782,NA,0,13500,46800,852.391926291065,1.35,6.03,0.00158377849245256,0.00707421059962145
"1983",73785,NA,0,7983000,0,836.311650975762,798.3,798.3,0.954548461770906,0.954548461770906
"1984",73794,NA,0,1330200,0,923.647158283545,133.02,133.02,0.144016033403055,0.144016033403055
"1985",73795,NA,0,0,753300,898.282381444833,0,75.33,0,0.083860043963944
"1986",73797,NA,0,11511000,2165400,1754.87863469706,1151.1,1367.64,0.655942796977929,0.779335945494653
"1987",73809,NA,0,0,51300,1530.59844178317,0,5.13,0,0.00335163022511865
"1988",73812,NA,0,0,45900,862.896635062865,0,4.59,0,0.00531929296452246
"1989",73814,NA,521100,0,1773000,977.853933493636,52.11,229.41,0.0532901675957099,0.234605591021528
"1990",73826,NA,0,117900,0,893.552698139866,11.79,11.79,0.013194521178822,0.013194521178822
"1991",73833,NA,0,0,54900,1590.15293358698,0,5.49,0,0.00345249811137093
"1992",73845,NA,0,63900,0,830.891066073641,6.39,6.39,0.0076905388214075,0.0076905388214075
"1993",73864,NA,0,72000,0,1348.09326561277,7.2,7.2,0.00534087676547163,0.00534087676547163
"1994",73865,NA,0,0,4294800,846.227335154475,0,429.48,0,0.507523194014526
"1995",73866,NA,0,0,3025800,868.126641643616,0,302.58,0,0.348543617354178
"1996",73869,NA,0,794700,0,1418.95302713614,79.47,79.47,0.0560060822875818,0.0560060822875818
"1997",73875,NA,0,6300,3699900,1857.10605488095,0.63,370.62,0.000339237491765319,0.199568570155655
"1998",73876,NA,0,0,2139300,865.361147404352,0,213.93,0,0.247214704105543
"1999",73879,NA,0,1875600,782100,947.367424520811,187.56,265.77,0.197980208254332,0.28053529509359
"2000",73880,NA,0,1503000,0,877.31835957713,150.3,150.3,0.171317513601841,0.171317513601841
"2001",73884,NA,0,3646800,0,870.238628691515,364.68,364.68,0.419057472257156,0.419057472257156
"2002",73885,NA,0,0,13590000,1640.12633175198,0,1359,0,0.828594708645595
"2003",73891,NA,0,0,21600,892.779755632608,0,2.16,0,0.00241940969916983
"2004",73893,NA,0,0,1316700,954.659023492216,0,131.67,0,0.137923590266126
"2005",73897,NA,0,0,3258000,1002.37045286189,0,325.8,0,0.325029532813744
"2006",73899,NA,0,7148700,0,891.456458003628,714.87,714.87,0.801912413760416,0.801912413760416
"2007",73901,NA,0,0,12600,936.303340275204,0,1.26,0,0.00134571772394794
"2008",73905,NA,0,0,179100,990.258567808518,0,17.91,0,0.0180861853481718
"2009",73907,NA,0,745200,0,850.324552879398,74.52,74.52,0.0876371260216559,0.0876371260216559
"2010",73908,NA,0,0,445500,914.42285469818,0,44.55,0,0.0487192547420574
"2011",73924,NA,0,20700,0,870.066193967695,2.07,2.07,0.00237912932872422,0.00237912932872422
"2012",74834,NA,0,8518500,0,905.62548679229,851.85,851.85,0.940620612409262,0.940620612409262
"2013",74843,NA,0,666000,0,916.432547267167,66.6,66.6,0.0726731063825739,0.0726731063825739
"2014",74845,NA,0,0,958500,891.680159893656,0,95.85,0,0.107493700444598
"2015",74847,NA,0,0,1800,1082.28089797221,0,0.18,0,0.000166315418055749
"2016",74851,NA,0,6908400,0,826.628692388972,690.84,690.84,0.835731939092823,0.835731939092823
"2017",74852,NA,0,0,3213000,1398.73784675073,0,321.3,0,0.229707089678299
"2018",74866,NA,0,237600,982800,921.750264076868,23.76,122.04,0.0257770471308686,0.132400287535825
"2019",74881,NA,0,3501900,4871700,923.764732566909,350.19,837.36,0.379090029803271,0.90646456882283
"2020",74891,NA,0,17100,0,872.562887114272,1.71,1.71,0.00195974413449475,0.00195974413449475
"2021",74895,NA,0,4500,0,879.113590586074,0.45,0.45,0.000511879243841516,0.000511879243841516
"2022",74904,NA,0,0,54900,941.406944578194,0,5.49,0,0.00583169694213361
"2023",74910,NA,0,260100,4041900,1188.82095590181,26.01,430.2,0.0218788202469644,0.361871144569168
"2024",74912,NA,0,0,978300,1348.33116227734,0,97.83,0,0.0725563591030297
"2025",74917,NA,0,3469500,209700,987.558652289029,346.95,367.92,0.351320905544006,0.372555087383631
"2026",74924,NA,0,1203300,55800,919.803922312532,120.33,125.91,0.130821359945358,0.136887870279399
"2027",74926,NA,0,0,49500,922.240114488522,0,4.95,0,0.00536736574589937
"2028",74928,NA,0,204300,0,1095.23715182101,20.43,20.43,0.0186534943286318,0.0186534943286318
"2029",74937,NA,0,0,211500,873.36241617172,0,21.15,0,0.0242167508108587
"2030",74941,NA,0,0,425700,983.689911137103,0,42.57,0,0.0432758326765707
"2031",74943,NA,0,5257800,0,1039.54295197177,525.78,525.78,0.505779967054483,0.505779967054483
"2032",74944,NA,0,0,5049900,846.405870801018,0,504.99,0,0.596628659394918
"2033",74955,NA,0,214200,0,1499.25633533559,21.42,21.42,0.0142870831992885,0.0142870831992885
"2034",74961,NA,0,30600,1589400,855.230818377453,3.06,162,0.0035779814457639,0.189422547128677
"2035",74964,NA,0,6300,0,1090.15038356765,0.63,0.63,0.00057790192022705,0.00057790192022705
"2036",75931,NA,0,0,1209600,1241.17090632678,0,120.96,0,0.0974563610727702
"2037",75934,NA,0,870300,5400,1105.37865969116,87.03,87.57,0.0787332008239745,0.0792217212013725
"2038",75969,NA,0,0,801900,1038.78307100521,0,80.19,0,0.0771960982406093
"2039",75973,NA,5400,2700,0,984.682255390454,0.81,0.81,0.000822600382576014,0.000822600382576014
"2040",75974,NA,0,5502600,0,847.776104077052,550.26,550.26,0.649062880345102,0.649062880345102
"2041",75976,NA,0,925200,0,1172.72240014932,92.52,92.52,0.0788933510507003,0.0788933510507003
"2042",75979,NA,0,48600,3199500,1122.33483581204,4.86,324.81,0.0043302585333045,0.289405611975851
"2043",75982,NA,0,2591100,0,1042.23997477889,259.11,259.11,0.248608771751409,0.248608771751409
"2044",75983,NA,0,36000,0,852.934884258222,3.6,3.6,0.00422072079175286,0.00422072079175286
"2045",75993,NA,0,0,626400,1173.34705185273,0,62.64,0,0.0533857394545719
"2046",75995,NA,0,1524600,0,924.967102660602,152.46,152.46,0.164827483660186,0.164827483660186
"2047",75997,NA,0,787500,20957400,3387.39660136348,78.75,2174.49,0.0232479420828084,0.641935461328837
"2048",76000,NA,0,336600,5673600,890.344759757792,33.66,601.02,0.0378055799521489,0.675041879466445
"2049",76002,NA,0,161100,756000,1415.55556375998,16.11,91.71,0.0113806906718722,0.0647872837689262
"2050",76003,NA,0,0,3845700,910.98162852737,0,384.57,0,0.422149018111012
"2051",76004,NA,0,0,2939400,837.370272890804,0,293.94,0,0.351027507801595
"2052",76010,NA,0,1647900,0,868.281391237659,164.79,164.79,0.189788704057225,0.189788704057225
"2053",76018,NA,0,102600,0,1233.6770190967,10.26,10.26,0.00831660138041024,0.00831660138041024
"2054",76024,NA,0,343800,0,937.249209542959,34.38,34.38,0.0366818127451557,0.0366818127451557
"2055",76031,NA,0,3600,5967900,922.444963490208,0.36,597.15,0.000390267185846933,0.6473556945236
"2056",76036,NA,0,85500,0,909.923953642879,8.55,8.55,0.00939638962769371,0.00939638962769371
"2057",76037,NA,335700,0,0,878.374195957516,33.57,33.57,0.0382183358237264,0.0382183358237264
"2058",76048,NA,0,0,384300,1174.50129910177,0,38.43,0,0.0327202703218722
"2059",76933,NA,0,2356200,5528700,853.417458827336,235.62,788.49,0.27608996929095,0.923920634437744
"2060",76934,NA,0,7128900,0,912.502513483537,712.89,712.89,0.781247163121225,0.781247163121225
"2061",76944,NA,0,2900700,163800,1095.65361647564,290.07,306.45,0.264746080000228,0.279696060316717
"2062",76972,NA,0,0,54900,1090.18758782153,0,5.49,0,0.00503583058670701
"2063",76982,NA,0,3600,0,841.566334026528,0.36,0.36,0.000427773765946122,0.000427773765946122
"2064",76989,NA,0,30600,0,2481.97545385631,3.06,3.06,0.00123288890518462,0.00123288890518462
"2065",76998,NA,0,0,2134800,1072.31068514418,0,213.48,0,0.199084092845065
"2066",77008,NA,0,1882800,0,1052.93887484539,188.28,188.28,0.178813798690495,0.178813798690495
"2067",77009,NA,0,0,3114000,1087.69870457025,0,311.4,0,0.286292517120385
"2068",77010,NA,0,101700,0,1263.68595441844,10.17,10.17,0.00804788560357174,0.00804788560357174
"2069",77012,NA,0,435600,0,845.106508031738,43.56,43.56,0.0515437990194298,0.0515437990194298
"2070",77014,NA,0,3936600,0,1088.82438012032,393.66,393.66,0.361545908768591,0.361545908768591
"2071",77017,NA,0,0,381600,1019.96749348791,0,38.16,0,0.0374129570242547
"2072",77020,NA,0,711000,0,1031.97726472833,71.1,71.1,0.0688968666559889,0.0688968666559889
"2073",77030,NA,0,0,9125100,912.752432972318,0,912.51,0,0.999734393507417
"2074",77031,NA,0,0,1511100,928.170198569985,0,151.11,0,0.162804192843955
"2075",77032,NA,19800,0,0,1140.73402620507,1.98,1.98,0.00173572450239514,0.00173572450239514
"2076",77033,NA,0,4500,2305800,877.928260397007,0.45,231.03,0.000512570354890394,0.263153620200728
"2077",77034,NA,0,0,1138500,889.798185157564,0,113.85,0,0.127950362114798
"2078",77048,NA,0,0,2852100,920.968060172624,0,285.21,0,0.30968500682482
"2079",77051,NA,0,0,1638000,1069.85450219544,0,163.8,0,0.153104931244264
"2080",77052,NA,0,13500,0,873.379077319692,1.35,1.35,0.00154572056402245,0.00154572056402245
"2081",77055,NA,0,31500,0,2280.73981537836,3.15,3.15,0.00138113079745461,0.00138113079745461
"2082",77057,NA,0,194400,0,959.13797924486,19.44,19.44,0.0202681995924146,0.0202681995924146
"2083",77093,NA,0,0,2905200,958.255708146722,0,290.52,0,0.303175861651656
"2084",77982,NA,0,256500,9949500,1036.80426341458,25.65,1020.6,0.0247394816023662,0.984370952178362
"2085",77984,NA,0,0,2022300,865.33764831769,0,202.23,0,0.233700683650084
"2086",77986,NA,0,1483200,798300,868.038461254436,148.32,228.15,0.170868004841234,0.262833975893524
"2087",77987,NA,0,4675500,0,954.179135905992,467.55,467.55,0.490002330176778,0.490002330176778
"2088",77988,NA,0,5579100,0,925.616410611138,557.91,557.91,0.6027442832735,0.6027442832735
"2089",77989,NA,0,1237500,0,901.380976144186,123.75,123.75,0.137289340772824,0.137289340772824
"2090",77990,NA,0,409500,0,892.675145078787,40.95,40.95,0.0458733507096647,0.0458733507096647
"2091",77991,NA,0,0,88200,882.575880166377,0,8.82,0,0.00999347500674652
"2092",78002,NA,0,0,1726200,1015.73855708219,0,172.62,0,0.169945306099109
"2093",78004,NA,0,0,10638000,1639.46855534283,0,1063.8,0,0.648868803572479
"2094",78011,NA,0,0,167400,1086.47192399806,0,16.74,0,0.0154076691999543
"2095",78018,NA,0,0,5641200,862.753863505329,0,564.12,0,0.653859720439856
"2096",78020,NA,0,1503000,0,1013.90684935032,150.3,150.3,0.148238469930751,0.148238469930751
"2097",78044,NA,0,5687100,82800,1037.934148377,568.71,576.99,0.547924934244896,0.555902318949838
"2098",78052,NA,415800,52200,0,823.318421711725,46.8,46.8,0.0568431347651619,0.0568431347651619
"2099",78056,NA,0,1101600,253800,1042.65553349826,110.16,135.54,0.10565330203581,0.129994994171511
"2100",78058,NA,0,0,2035800,971.592514112502,0,203.58,0,0.209532285441659
"2101",78066,NA,0,1900800,0,854.663277773412,190.08,190.08,0.222403377965648,0.222403377965648
"2102",78074,NA,0,156600,0,856.04996949615,15.66,15.66,0.0182933246399356,0.0182933246399356
"2103",78076,NA,0,149400,0,859.034737015338,14.94,14.94,0.0173916133495464,0.0173916133495464
"2104",78082,NA,0,3372300,0,890.760922729513,337.23,337.23,0.378586432559978,0.378586432559978
"2105",78087,NA,0,7760700,0,883.481774328979,776.07,776.07,0.878422195624171,0.878422195624171
"2106",78088,NA,0,126000,0,1170.16518419793,12.6,12.6,0.0107677105507428,0.0107677105507428
"2107",78090,NA,0,252900,8277300,852.167819966251,25.29,853.02,0.0296772530098609,1
"2108",78091,NA,0,7845300,0,873.481968867231,784.53,784.53,0.898163932356168,0.898163932356168
"2109",78092,NA,0,0,4688100,912.982890678338,0,468.81,0,0.513492645685483
"2110",78098,NA,0,0,10116000,1050.31653639722,0,1011.6,0,0.963138220664384
"2111",78099,NA,0,153900,0,1161.41513220027,15.39,15.39,0.0132510758412834,0.0132510758412834
"2112",78100,NA,0,14400,0,898.768960098678,1.44,1.44,0.00160219151298004,0.00160219151298004
"2113",78101,NA,0,0,660600,858.127296935033,0,66.06,0,0.0769815856411351
"2114",78102,NA,0,2599200,0,2460.33993553883,259.92,259.92,0.105643938158926,0.105643938158926
"2115",78103,NA,0,0,2359800,1058.55406643436,0,235.98,0,0.222926733251213
"2116",78105,NA,0,0,709200,1022.83047092476,0,70.92,0,0.0693370035562978
"2117",78107,NA,0,0,27000,880.799803053938,0,2.7,0,0.0030653957807875
"2118",78110,NA,0,82800,0,882.846058432482,8.28,8.28,0.00937875852864017,0.00937875852864017
"2119",78116,NA,0,0,849600,1003.87182933434,0,84.96,0,0.0846323181081156
"2120",78124,NA,563400,221400,0,856.207567170038,78.48,78.48,0.091660016810403,0.091660016810403
"2121",78132,NA,0,612900,0,1092.59098293634,61.29,61.29,0.0560960148465468,0.0560960148465468
"2122",79105,NA,0,4200300,0,875.08122251045,420.03,420.03,0.479989730318986,0.479989730318986
"2123",79107,NA,0,81900,1800,1042.81448385787,8.19,8.37,0.00785374592199876,0.00802635572248224
"2124",79113,NA,0,0,6610500,927.794624843875,0,661.05,0,0.712496044166281
"2125",79117,NA,0,9225900,0,1154.3751119087,922.59,922.59,0.799211617161898,0.799211617161898
"2126",79122,NA,0,0,5017500,931.973098458909,0,501.75,0,0.538373908892524
"2127",79129,NA,0,36900,0,844.251276621953,3.69,3.69,0.00437073665409729,0.00437073665409729
"2128",79155,NA,0,0,1180800,899.985239203502,0,118.08,0,0.131202151831404
"2129",79158,NA,0,243000,0,1226.14207493521,24.3,24.3,0.0198182580116452,0.0198182580116452
"2130",79164,NA,0,0,27000,1227.64910216943,0,2.7,0,0.00219932551999485
"2131",79173,NA,0,0,977400,932.702108396068,0,97.74,0,0.104792300907392
"2132",79176,NA,0,2115000,1529100,1147.21190957259,211.5,364.41,0.184360010766273,0.317648375996868
"2133",79183,NA,0,108900,0,874.551407136305,10.89,10.89,0.0124520981970162,0.0124520981970162
"2134",79193,NA,0,1381500,0,920.503139507579,138.15,138.15,0.150080965583565,0.150080965583565
"2135",79194,NA,0,0,5755500,898.618854892307,0,575.55,0,0.64048288867584
"2136",79196,NA,0,0,2790900,1032.29913059239,0,279.09,0,0.270357681924854
"2137",79197,NA,0,0,172800,1109.63767110279,0,17.28,0,0.0155726508300918
"2138",79198,NA,0,0,501300,890.442973619889,0,50.13,0,0.0562978219663053
"2139",79203,NA,0,690300,4572000,955.816529442053,69.03,526.23,0.0722209732450385,0.550555450539426
"2140",79208,NA,0,905400,0,870.360218490828,90.54,90.54,0.104025894194697,0.104025894194697
"2141",79214,NA,0,25200,0,908.697641061978,2.52,2.52,0.00277319967184566,0.00277319967184566
"2142",79219,NA,0,1470600,0,1234.65496062125,147.06,147.06,0.119110200574583,0.119110200574583
"2143",79223,NA,295200,1085400,0,1028.35386431438,138.06,138.06,0.134253397386752,0.134253397386752
"2144",80134,NA,0,0,185400,845.730258943781,0,18.54,0,0.0219218832528876
"2145",80143,NA,0,207000,1381500,1717.9352916952,20.7,158.85,0.0120493479003938,0.0924656480182393
"2146",80148,NA,0,3113100,154800,1285.51788961054,311.31,326.79,0.242166991619475,0.254208831040854
"2147",80152,NA,0,0,4933800,987.279015918201,0,493.38,0,0.499737148308719
"2148",80185,NA,0,27000,0,1158.66081679373,2.7,2.7,0.00233027643712979,0.00233027643712979
"2149",80209,NA,0,5339700,0,851.473732948126,533.97,533.97,0.627112709808666,0.627112709808666
"2150",80210,NA,0,1152000,0,979.326421255908,115.2,115.2,0.117631871763722,0.117631871763722
"2151",80212,NA,0,0,82800,941.311468132795,0,8.28,0,0.00879623831251561
"2152",80216,NA,0,242100,0,1067.59361321971,24.21,24.21,0.0226771682597334,0.0226771682597334
"2153",80218,NA,0,0,1323900,864.757952383661,0,132.39,0,0.153094862712825
"2154",80224,NA,0,4255200,0,1103.37901072572,425.52,425.52,0.385651707947684,0.385651707947684
"2155",80229,NA,0,979200,0,847.134437254528,97.92,97.92,0.115589681747974,0.115589681747974
"2156",80231,NA,0,615600,0,1007.68800870396,61.56,61.56,0.0610903369577412,0.0610903369577412
"2157",80235,NA,0,6225300,0,828.510207888928,622.53,622.53,0.751384827938605,0.751384827938605
"2158",80237,NA,0,0,7214400,888.940618127715,0,721.44,0,0.811572770203139
"2159",80238,NA,0,1156500,0,853.231293871249,115.65,115.65,0.135543551708327,0.135543551708327
"2160",80240,NA,0,0,1032300,863.849772912848,0,103.23,0,0.119499944593277
"2161",80243,NA,0,3279600,0,1018.3454585159,327.96,327.96,0.322051811845813,0.322051811845813
"2162",80244,NA,0,0,644400,960.808832476346,0,64.44,0,0.0670684925261513
"2163",80248,NA,0,82800,0,1124.74647255409,8.28,8.28,0.00736165900676059,0.00736165900676059
"2164",80252,NA,0,584100,0,900.230322433314,58.41,58.41,0.0648833954427555,0.0648833954427555
"2165",80265,NA,0,823500,2224800,1241.81092267226,82.35,304.83,0.0663144432831936,0.24547215234992
"2166",80278,NA,0,9000,0,836.78240697758,0.9,0.9,0.00107554842512853,0.00107554842512853
"2167",80615,NA,575100,0,0,1753.53373589467,57.51,57.51,0.0327966316374619,0.0327966316374619
"2168",81142,NA,0,0,6482700,850.498863855211,0,648.27,0,0.762223240442049
"2169",81143,NA,0,0,7028100,1211.14420724419,0,702.81,0,0.580285977339691
"2170",81146,NA,0,5068800,0,836.682590616506,506.88,506.88,0.605821138965624,0.605821138965624
"2171",81154,NA,0,21600,0,876.204687044058,2.16,2.16,0.00246517740881634,0.00246517740881634
"2172",81156,NA,0,0,3926700,1048.60159695794,0,392.67,0,0.374470152571921
"2173",81157,NA,0,733500,0,836.717350172407,73.35,73.35,0.0876640122078096,0.0876640122078096
"2174",81161,NA,0,119700,0,952.649898420603,11.97,11.97,0.0125649517412903,0.0125649517412903
"2175",81162,NA,0,3600,0,972.804272131686,0.36,0.36,0.000370064164306289,0.000370064164306289
"2176",81164,NA,0,32400,0,848.934741754407,3.24,3.24,0.00381654777527919,0.00381654777527919
"2177",81167,NA,0,1101600,110700,873.886623295918,110.16,121.23,0.126057542321136,0.138725089466152
"2178",81174,NA,0,6821100,0,1088.67471384665,682.11,682.11,0.626550788150375,0.626550788150375
"2179",81177,NA,0,5139000,0,1056.59490629943,513.9,513.9,0.486373724628165,0.486373724628165
"2180",81178,NA,835200,0,345600,1009.20827794704,83.52,118.08,0.0827579418689457,0.117002607469889
"2181",81183,NA,0,0,7077600,855.781481349402,0,707.76,0,0.827033554037649
"2182",81190,NA,0,0,3329100,971.22898306051,0,332.91,0,0.342771896026973
"2183",81195,NA,0,0,439200,1110.03380547875,0,43.92,0,0.0395663625587129
"2184",81211,NA,0,0,803700,993.820704425469,0,80.37,0,0.0808697178898704
"2185",81212,NA,0,898200,0,873.824758892984,89.82,89.82,0.102789488493997,0.102789488493997
"2186",81238,NA,0,0,230400,868.68014707249,0,23.04,0,0.0265229959239271
"2187",81239,NA,0,48600,1413000,920.792764691185,4.86,146.16,0.00527806058687912,0.158732785057253
"2188",81243,NA,0,0,53100,940.109418256722,0,5.31,0,0.00564827869701223
"2189",81248,NA,0,0,3033900,1161.97222447,0,303.39,0,0.261099184310006
"2190",81252,NA,0,369900,0,879.697959824179,36.99,36.99,0.0420485231174039,0.0420485231174039
