OBJECTID,lagoslakei,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
117,1093,12004,10803600.000000000000000,120.000000000000000,13641.000000000000000,13521.000000000000000,3898.607714095301617,2826.105840210243969,46798887.000000000000000
118,1096,14092,12682800.000000000000000,120.000000000000000,27579.000000000000000,27459.000000000000000,8252.127306273063368,6006.432676637525219,116288978.000000000000000
119,1106,22205,19984500.000000000000000,120.000000000000000,25875.000000000000000,25755.000000000000000,6925.206530060797377,5724.325622854770700,153774211.000000000000000
120,1107,11367,10230300.000000000000000,120.000000000000000,23484.000000000000000,23364.000000000000000,8661.085950558634067,5103.923312890574380,98450564.000000000000000
121,1109,61178,55060200.000000000000000,120.000000000000000,30438.000000000000000,30318.000000000000000,8684.861829415802276,6034.678077965353623,531322477.000000000000000
122,1110,7941,7146900.000000000000000,120.000000000000000,29316.000000000000000,29196.000000000000000,8814.141166099987458,6342.766332056879037,69993095.000000000000000
123,1126,2638,2374200.000000000000000,4744.000000000000000,23072.000000000000000,18328.000000000000000,13181.698256254738226,3827.669958146317640,34773320.000000000000000
124,1131,6751,6075900.000000000000000,150.000000000000000,26742.000000000000000,26592.000000000000000,15056.893349133461015,6003.185025261222108,101649087.000000000000000
125,1135,17211,15489900.000000000000000,120.000000000000000,50488.000000000000000,50368.000000000000000,17326.329905293125194,10258.774046697230006,298203464.000000000000000
126,1140,6455,5809500.000000000000000,120.000000000000000,14062.000000000000000,13942.000000000000000,5815.487993803253630,2888.151668924972000,37538975.000000000000000
127,1141,44520,40068000.000000000000000,120.000000000000000,27984.000000000000000,27864.000000000000000,11423.036208445642842,6743.791600203986491,508553572.000000000000000
128,1153,42252,38026800.000000000000000,120.000000000000000,20536.000000000000000,20416.000000000000000,6634.107119189624427,3725.187900152328439,280304294.000000000000000
129,1160,8723,7850700.000000000000000,120.000000000000000,26636.000000000000000,26516.000000000000000,10780.980511291987568,6019.044720419059558,94042493.000000000000000
130,1161,67,60300.000000000000000,6568.000000000000000,7376.000000000000000,808.000000000000000,6942.313432835821004,223.093997253636587,465135.000000000000000
131,1178,6702,6031800.000000000000000,120.000000000000000,22239.000000000000000,22119.000000000000000,7375.692927484333268,4588.675439218633983,49431894.000000000000000
132,1179,6238,5614200.000000000000000,150.000000000000000,24242.000000000000000,24092.000000000000000,12252.127124078229826,5909.297851425029876,76428769.000000000000000
133,1185,14710,13239000.000000000000000,120.000000000000000,32481.000000000000000,32361.000000000000000,6632.541536369816640,5790.439141240557547,97564686.000000000000000
134,1188,64076,57668400.000000000000000,120.000000000000000,24733.000000000000000,24613.000000000000000,6233.117376240714293,4757.944680111703747,399393229.000000000000000
135,1193,13917,12525300.000000000000000,120.000000000000000,24617.000000000000000,24497.000000000000000,9758.494287561974488,5998.527977022835330,135808965.000000000000000
136,1207,3928,3535200.000000000000000,135.000000000000000,28170.000000000000000,28035.000000000000000,12205.114307535641274,6729.219197807235105,47941689.000000000000000
137,1208,1652,1486800.000000000000000,4693.000000000000000,26426.000000000000000,21733.000000000000000,15042.147094430993093,3967.960439468426102,24849627.000000000000000
138,1211,11234,10110600.000000000000000,120.000000000000000,25932.000000000000000,25812.000000000000000,12804.598629161473582,5679.491202723223068,143846861.000000000000000
139,1213,10790,9711000.000000000000000,120.000000000000000,39348.000000000000000,39228.000000000000000,9685.810936051899262,6705.635006654880272,104509900.000000000000000
140,1219,54391,48951900.000000000000000,120.000000000000000,18959.000000000000000,18839.000000000000000,6196.141457226379316,4017.734574069872451,337014330.000000000000000
141,1221,5552,4996800.000000000000000,120.000000000000000,8257.000000000000000,8137.000000000000000,2527.092759365994425,1806.688818499970239,14030419.000000000000000
142,1222,47446,42701400.000000000000000,120.000000000000000,54891.000000000000000,54771.000000000000000,14474.860536188509286,10288.083446309768988,686774233.000000000000000
143,1225,12153,10937700.000000000000000,120.000000000000000,26209.000000000000000,26089.000000000000000,10549.889574590635675,6705.697906351043457,128212808.000000000000000
144,1226,11061,9954900.000000000000000,120.000000000000000,21531.000000000000000,21411.000000000000000,7578.462616399963736,4737.451679164790221,83825375.000000000000000
145,1232,12993,11693700.000000000000000,120.000000000000000,23987.000000000000000,23867.000000000000000,7151.622104209959616,4760.996093265262971,92921026.000000000000000
146,1234,21591,19431900.000000000000000,120.000000000000000,14426.000000000000000,14306.000000000000000,4805.875086841739176,2864.518286398670170,103763649.000000000000000
147,1236,17588,15829200.000000000000000,120.000000000000000,49781.000000000000000,49661.000000000000000,18257.149363202184759,10963.241871820575398,321106743.000000000000000
148,1241,1564,1407600.000000000000000,120.000000000000000,9703.000000000000000,9583.000000000000000,1926.822890025575362,1616.159056092913261,3013551.000000000000000
149,1242,28369,25532100.000000000000000,120.000000000000000,27147.000000000000000,27027.000000000000000,9439.294511614791190,6268.915608556232655,267783346.000000000000000
150,1244,11027,9924300.000000000000000,120.000000000000000,24586.000000000000000,24466.000000000000000,10430.638342250838832,5683.316399863911101,115018649.000000000000000
151,1259,6328,5695200.000000000000000,6024.000000000000000,37309.000000000000000,31285.000000000000000,23286.664664981035457,5427.132557893831290,147358014.000000000000000
152,1263,9082,8173800.000000000000000,120.000000000000000,21315.000000000000000,21195.000000000000000,9468.993723849373055,4268.940974669824755,85997401.000000000000000
153,1265,6023,5420700.000000000000000,120.000000000000000,20984.000000000000000,20864.000000000000000,9462.750788643532360,4233.591428525529409,56994148.000000000000000
154,1269,15078,13570200.000000000000000,120.000000000000000,16723.000000000000000,16603.000000000000000,6651.256466374850788,3219.449395855050625,100287645.000000000000000
155,1275,19944,17949600.000000000000000,120.000000000000000,25644.000000000000000,25524.000000000000000,6726.341807059767234,5585.360050762680657,134150161.000000000000000
156,1278,15565,14008500.000000000000000,120.000000000000000,12192.000000000000000,12072.000000000000000,3644.882107292001365,2361.966660547082483,56732590.000000000000000
157,1286,12398,11158200.000000000000000,120.000000000000000,38007.000000000000000,37887.000000000000000,11477.369011130827857,7989.894710395429684,142296421.000000000000000
158,1293,5446,4901400.000000000000000,120.000000000000000,25419.000000000000000,25299.000000000000000,10456.984759456481697,6349.792997885821933,56948739.000000000000000
159,1307,34291,30861900.000000000000000,120.000000000000000,28098.000000000000000,27978.000000000000000,10952.573678224607647,6879.953060919624477,375574704.000000000000000
160,1312,7688,6919200.000000000000000,120.000000000000000,24755.000000000000000,24635.000000000000000,10808.553980228927685,5465.825693755326938,83096163.000000000000000
161,1316,6094,5484600.000000000000000,135.000000000000000,24665.000000000000000,24530.000000000000000,8018.374958976041853,4123.206358860987166,48863977.000000000000000
162,1322,20649,18584100.000000000000000,120.000000000000000,34457.000000000000000,34337.000000000000000,11745.569325391059465,8035.744866750965230,242534261.000000000000000
163,1323,7322,6589800.000000000000000,120.000000000000000,28030.000000000000000,27910.000000000000000,10862.720431576071860,6610.478127642080835,79536839.000000000000000
164,1338,17918,16126200.000000000000000,120.000000000000000,28318.000000000000000,28198.000000000000000,10734.873646612344601,6763.442812047338521,192347466.000000000000000
165,1345,730,657000.000000000000000,2437.000000000000000,20032.000000000000000,17595.000000000000000,11262.473972602740105,4906.656409466169862,8221606.000000000000000
166,1354,8483,7634700.000000000000000,120.000000000000000,23207.000000000000000,23087.000000000000000,11431.590710833432240,5633.473030058965378,96974184.000000000000000
167,1355,4990,4491000.000000000000000,150.000000000000000,22724.000000000000000,22574.000000000000000,10944.557114228457067,4281.847655689954081,54613340.000000000000000
168,1357,15159,13643100.000000000000000,120.000000000000000,23929.000000000000000,23809.000000000000000,8031.240121380038545,5431.762577499891449,121745569.000000000000000
169,1358,9382,8443800.000000000000000,120.000000000000000,18844.000000000000000,18724.000000000000000,6436.179705819654373,3964.717927524256083,60384238.000000000000000
170,1360,16704,15033600.000000000000000,120.000000000000000,24429.000000000000000,24309.000000000000000,8755.761673850574880,5977.090412932669096,146256243.000000000000000
171,1362,51548,46393200.000000000000000,120.000000000000000,30806.000000000000000,30686.000000000000000,12469.812931636532085,7197.825981265608789,642793917.000000000000000
172,1366,9418,8476200.000000000000000,120.000000000000000,27126.000000000000000,27006.000000000000000,11929.167870036100794,6985.561589196503519,112348903.000000000000000
173,1370,15613,14051700.000000000000000,120.000000000000000,33592.000000000000000,33472.000000000000000,11562.459937231793447,7573.311279503679543,180524687.000000000000000
174,1388,6776,6098400.000000000000000,120.000000000000000,20856.000000000000000,20736.000000000000000,7991.315820543093650,5324.841282037225938,54149156.000000000000000
175,1389,13964,12567600.000000000000000,120.000000000000000,21092.000000000000000,20972.000000000000000,6490.767330277857582,4281.649062620046607,90637075.000000000000000
176,1395,12308,11077200.000000000000000,120.000000000000000,22744.000000000000000,22624.000000000000000,8176.496343841404268,4924.496202287775304,100636317.000000000000000
177,1400,10624,9561600.000000000000000,120.000000000000000,21999.000000000000000,21879.000000000000000,7905.814759036145006,5419.658946079107409,83991376.000000000000000
178,1406,2712,2440800.000000000000000,120.000000000000000,25933.000000000000000,25813.000000000000000,10517.219026548673355,7092.691199487673657,28522698.000000000000000
179,1408,16756,15080400.000000000000000,120.000000000000000,26003.000000000000000,25883.000000000000000,10631.055383146334862,6057.305358228946716,178133964.000000000000000
180,1414,23711,21339900.000000000000000,120.000000000000000,19494.000000000000000,19374.000000000000000,6295.674876639533977,4391.152927497446399,149276747.000000000000000
181,1415,5877,5289300.000000000000000,135.000000000000000,20341.000000000000000,20206.000000000000000,8438.149906414837460,4189.182252422011516,49591007.000000000000000
182,1416,7304,6573600.000000000000000,135.000000000000000,26332.000000000000000,26197.000000000000000,12622.206325301205652,6219.625276248834780,92192595.000000000000000
183,1421,1359,1223100.000000000000000,14622.000000000000000,40201.000000000000000,25579.000000000000000,26296.085356880059408,5828.799480336498164,35736380.000000000000000
184,1433,17800,16020000.000000000000000,120.000000000000000,52026.000000000000000,51906.000000000000000,10907.324662921348136,9577.401579088247672,194150379.000000000000000
185,1438,27840,25056000.000000000000000,120.000000000000000,49151.000000000000000,49031.000000000000000,15809.036314655171736,9523.135962297501464,440123571.000000000000000
186,1442,36552,32896800.000000000000000,120.000000000000000,50201.000000000000000,50081.000000000000000,14218.032364850076192,9380.371871218552769,519697519.000000000000000
187,1443,10085,9076500.000000000000000,120.000000000000000,22699.000000000000000,22579.000000000000000,10437.871294000991838,5158.058230926451870,105265932.000000000000000
188,1444,14118,12706200.000000000000000,120.000000000000000,34862.000000000000000,34742.000000000000000,11893.430797563394663,7748.689583823866087,167911456.000000000000000
189,1447,9890,8901000.000000000000000,120.000000000000000,25356.000000000000000,25236.000000000000000,10104.303134479272558,4965.224282003467124,99931558.000000000000000
190,1456,15598,14038200.000000000000000,120.000000000000000,25468.000000000000000,25348.000000000000000,7876.488011283498054,5731.165125304180947,122857460.000000000000000
191,1457,155,139500.000000000000000,13147.000000000000000,21027.000000000000000,7880.000000000000000,16994.735483870968892,1973.540787444899934,2634184.000000000000000
192,1458,6494,5844600.000000000000000,120.000000000000000,23911.000000000000000,23791.000000000000000,8521.354635047737247,4978.794797911417845,55337677.000000000000000
193,1464,29501,26550900.000000000000000,120.000000000000000,29004.000000000000000,28884.000000000000000,11584.851801633842115,7159.610733548277494,341764713.000000000000000
