Rowid_,LAGOSLAKEI,A_1,A_2,A_3
,820,0.000000000000000,1800.000000000000000,0.000000000000000
,830,0.000000000000000,3855600.000000000000000,0.000000000000000
,831,0.000000000000000,51300.000000000000000,0.000000000000000
,834,0.000000000000000,0.000000000000000,7210800.000000000000000
,835,0.000000000000000,0.000000000000000,4765500.000000000000000
,836,0.000000000000000,12600.000000000000000,0.000000000000000
,840,0.000000000000000,18900.000000000000000,0.000000000000000
,847,0.000000000000000,294300.000000000000000,0.000000000000000
,864,0.000000000000000,7919100.000000000000000,0.000000000000000
,867,0.000000000000000,277200.000000000000000,0.000000000000000
,877,0.000000000000000,0.000000000000000,14454900.000000000000000
,883,0.000000000000000,0.000000000000000,167400.000000000000000
,887,0.000000000000000,5841000.000000000000000,0.000000000000000
,909,0.000000000000000,514800.000000000000000,0.000000000000000
,914,0.000000000000000,0.000000000000000,800100.000000000000000
,923,0.000000000000000,0.000000000000000,2355300.000000000000000
,934,0.000000000000000,7638300.000000000000000,0.000000000000000
,937,0.000000000000000,359100.000000000000000,0.000000000000000
,943,0.000000000000000,2700.000000000000000,2322900.000000000000000
,947,0.000000000000000,900.000000000000000,0.000000000000000
,948,0.000000000000000,112500.000000000000000,900.000000000000000
,949,0.000000000000000,18000.000000000000000,0.000000000000000
,959,0.000000000000000,0.000000000000000,5049900.000000000000000
,970,0.000000000000000,0.000000000000000,607500.000000000000000
,974,0.000000000000000,0.000000000000000,1567800.000000000000000
,977,0.000000000000000,10894500.000000000000000,0.000000000000000
,983,1273500.000000000000000,164700.000000000000000,22500.000000000000000
,1006,0.000000000000000,0.000000000000000,3213000.000000000000000
,1009,0.000000000000000,0.000000000000000,3600.000000000000000
,1027,0.000000000000000,0.000000000000000,8037900.000000000000000
,1037,0.000000000000000,0.000000000000000,165600.000000000000000
,1039,266400.000000000000000,5400.000000000000000,26100.000000000000000
,1044,0.000000000000000,0.000000000000000,598500.000000000000000
,1050,0.000000000000000,0.000000000000000,60300.000000000000000
,1054,0.000000000000000,2426400.000000000000000,49500.000000000000000
,1058,0.000000000000000,1879200.000000000000000,9198000.000000000000000
,1093,0.000000000000000,0.000000000000000,2822400.000000000000000
,1106,0.000000000000000,3301200.000000000000000,0.000000000000000
,1107,0.000000000000000,2106900.000000000000000,0.000000000000000
,1109,0.000000000000000,6300.000000000000000,0.000000000000000
,1110,0.000000000000000,2509200.000000000000000,0.000000000000000
,1118,0.000000000000000,5400.000000000000000,5653800.000000000000000
,1126,0.000000000000000,0.000000000000000,20700.000000000000000
,1131,0.000000000000000,0.000000000000000,783900.000000000000000
,1140,0.000000000000000,1038600.000000000000000,0.000000000000000
,1141,0.000000000000000,23549400.000000000000000,0.000000000000000
,1153,0.000000000000000,1130400.000000000000000,0.000000000000000
,1160,0.000000000000000,45900.000000000000000,3794400.000000000000000
,1161,0.000000000000000,0.000000000000000,900.000000000000000
,1185,0.000000000000000,75600.000000000000000,0.000000000000000
,1188,0.000000000000000,203400.000000000000000,0.000000000000000
,1207,0.000000000000000,19800.000000000000000,0.000000000000000
,1208,0.000000000000000,620100.000000000000000,0.000000000000000
,1217,0.000000000000000,0.000000000000000,1558800.000000000000000
,1219,1995300.000000000000000,1674000.000000000000000,4044600.000000000000000
,1221,0.000000000000000,4078800.000000000000000,0.000000000000000
,1222,0.000000000000000,5035500.000000000000000,0.000000000000000
,1225,0.000000000000000,4500.000000000000000,0.000000000000000
,1226,2985300.000000000000000,3069000.000000000000000,3511800.000000000000000
,1232,0.000000000000000,12223800.000000000000000,0.000000000000000
,1234,0.000000000000000,887400.000000000000000,5400.000000000000000
,1236,0.000000000000000,170100.000000000000000,0.000000000000000
,1241,621000.000000000000000,455400.000000000000000,0.000000000000000
,1242,0.000000000000000,20805300.000000000000000,0.000000000000000
,1249,0.000000000000000,0.000000000000000,2504700.000000000000000
,1263,0.000000000000000,0.000000000000000,259200.000000000000000
,1265,1020600.000000000000000,2609100.000000000000000,394200.000000000000000
,1269,0.000000000000000,4234500.000000000000000,4385700.000000000000000
,1275,0.000000000000000,28800.000000000000000,0.000000000000000
,1278,0.000000000000000,3630600.000000000000000,0.000000000000000
,1291,0.000000000000000,808200.000000000000000,0.000000000000000
,1317,0.000000000000000,0.000000000000000,8061300.000000000000000
,1322,0.000000000000000,15300.000000000000000,0.000000000000000
,1323,0.000000000000000,0.000000000000000,2043900.000000000000000
,1325,0.000000000000000,1730700.000000000000000,1800.000000000000000
,1338,0.000000000000000,0.000000000000000,1038600.000000000000000
,1343,0.000000000000000,6979500.000000000000000,900.000000000000000
,1345,0.000000000000000,0.000000000000000,1800.000000000000000
,1355,0.000000000000000,4567500.000000000000000,0.000000000000000
,1357,0.000000000000000,692100.000000000000000,0.000000000000000
,1360,0.000000000000000,16200.000000000000000,449100.000000000000000
,1362,0.000000000000000,1834200.000000000000000,11827800.000000000000000
,1370,0.000000000000000,714600.000000000000000,0.000000000000000
,1388,0.000000000000000,0.000000000000000,1147500.000000000000000
,1389,0.000000000000000,8220600.000000000000000,0.000000000000000
,1400,0.000000000000000,0.000000000000000,1755000.000000000000000
,1406,0.000000000000000,0.000000000000000,2258100.000000000000000
,1414,0.000000000000000,0.000000000000000,4148100.000000000000000
,1421,50400.000000000000000,0.000000000000000,0.000000000000000
,1438,0.000000000000000,1595700.000000000000000,0.000000000000000
,1442,0.000000000000000,2494800.000000000000000,0.000000000000000
,1443,0.000000000000000,1871100.000000000000000,0.000000000000000
,1456,0.000000000000000,0.000000000000000,1792800.000000000000000
,1457,0.000000000000000,0.000000000000000,135900.000000000000000
,1464,0.000000000000000,5400.000000000000000,0.000000000000000
,1476,0.000000000000000,0.000000000000000,140400.000000000000000
,1481,0.000000000000000,0.000000000000000,1611900.000000000000000
,1482,0.000000000000000,28800.000000000000000,0.000000000000000
,1484,0.000000000000000,2655000.000000000000000,242100.000000000000000
,1491,0.000000000000000,0.000000000000000,101700.000000000000000
,1502,0.000000000000000,900.000000000000000,0.000000000000000
,1513,0.000000000000000,3600.000000000000000,34923600.000000000000000
,1514,0.000000000000000,72900.000000000000000,0.000000000000000
,1517,0.000000000000000,873900.000000000000000,0.000000000000000
,1527,0.000000000000000,5507100.000000000000000,0.000000000000000
,1543,0.000000000000000,4486500.000000000000000,0.000000000000000
,1550,0.000000000000000,244800.000000000000000,0.000000000000000
,1552,0.000000000000000,0.000000000000000,3691800.000000000000000
,1558,0.000000000000000,8054100.000000000000000,0.000000000000000
,1561,1440000.000000000000000,910800.000000000000000,640800.000000000000000
,1570,0.000000000000000,0.000000000000000,2374200.000000000000000
,1583,0.000000000000000,6147000.000000000000000,0.000000000000000
,1588,0.000000000000000,0.000000000000000,264600.000000000000000
,1600,0.000000000000000,834300.000000000000000,0.000000000000000
,1614,0.000000000000000,5400.000000000000000,1719000.000000000000000
,1620,0.000000000000000,120600.000000000000000,1640700.000000000000000
,1626,0.000000000000000,79200.000000000000000,56700.000000000000000
,1627,0.000000000000000,3995100.000000000000000,3735000.000000000000000
,1655,0.000000000000000,0.000000000000000,2630700.000000000000000
,1665,0.000000000000000,90900.000000000000000,0.000000000000000
,1667,0.000000000000000,476100.000000000000000,0.000000000000000
,1669,0.000000000000000,0.000000000000000,11863800.000000000000000
,1675,0.000000000000000,0.000000000000000,327600.000000000000000
,1680,0.000000000000000,0.000000000000000,10034100.000000000000000
,1683,0.000000000000000,0.000000000000000,433800.000000000000000
,1684,0.000000000000000,0.000000000000000,6159600.000000000000000
,1691,0.000000000000000,4385700.000000000000000,1699200.000000000000000
,1697,0.000000000000000,4610700.000000000000000,0.000000000000000
,1705,0.000000000000000,327600.000000000000000,0.000000000000000
,1707,0.000000000000000,0.000000000000000,19800.000000000000000
,1743,0.000000000000000,35100.000000000000000,0.000000000000000
,1752,290700.000000000000000,5441400.000000000000000,0.000000000000000
,1759,0.000000000000000,0.000000000000000,424800.000000000000000
,1761,534600.000000000000000,0.000000000000000,0.000000000000000
,1782,0.000000000000000,45900.000000000000000,5021100.000000000000000
,1785,0.000000000000000,0.000000000000000,169200.000000000000000
,1789,0.000000000000000,89100.000000000000000,0.000000000000000
,1792,0.000000000000000,7058700.000000000000000,0.000000000000000
,1796,0.000000000000000,0.000000000000000,566100.000000000000000
,1800,0.000000000000000,7243200.000000000000000,0.000000000000000
,1803,0.000000000000000,3242700.000000000000000,0.000000000000000
,1808,0.000000000000000,900.000000000000000,0.000000000000000
,1810,0.000000000000000,2054700.000000000000000,0.000000000000000
,1828,0.000000000000000,1014300.000000000000000,6816600.000000000000000
,1831,0.000000000000000,0.000000000000000,862200.000000000000000
,1832,0.000000000000000,0.000000000000000,99900.000000000000000
,1833,0.000000000000000,0.000000000000000,878400.000000000000000
,1854,0.000000000000000,0.000000000000000,9217800.000000000000000
,1857,0.000000000000000,819000.000000000000000,0.000000000000000
,1867,4356000.000000000000000,28084500.000000000000000,0.000000000000000
,1868,0.000000000000000,0.000000000000000,841500.000000000000000
,1872,0.000000000000000,832500.000000000000000,0.000000000000000
,1898,0.000000000000000,0.000000000000000,6117300.000000000000000
,1905,0.000000000000000,558900.000000000000000,0.000000000000000
,1920,0.000000000000000,0.000000000000000,20700.000000000000000
,1922,0.000000000000000,967500.000000000000000,107100.000000000000000
,1946,0.000000000000000,0.000000000000000,3593700.000000000000000
,1950,0.000000000000000,0.000000000000000,200700.000000000000000
,1954,0.000000000000000,0.000000000000000,470700.000000000000000
,1958,0.000000000000000,0.000000000000000,8378100.000000000000000
,1970,0.000000000000000,0.000000000000000,8350200.000000000000000
,1976,0.000000000000000,2393100.000000000000000,0.000000000000000
,1978,0.000000000000000,3600.000000000000000,0.000000000000000
,1985,0.000000000000000,0.000000000000000,1962900.000000000000000
,1986,0.000000000000000,2865600.000000000000000,0.000000000000000
,1997,0.000000000000000,0.000000000000000,1800.000000000000000
,2008,0.000000000000000,0.000000000000000,79200.000000000000000
,2010,0.000000000000000,13357800.000000000000000,0.000000000000000
,2013,0.000000000000000,0.000000000000000,3333600.000000000000000
,2038,0.000000000000000,69300.000000000000000,0.000000000000000
,2043,0.000000000000000,10800.000000000000000,0.000000000000000
,2047,0.000000000000000,5432400.000000000000000,35100.000000000000000
,2048,0.000000000000000,928800.000000000000000,6300.000000000000000
,2051,0.000000000000000,12600.000000000000000,0.000000000000000
,2058,0.000000000000000,1800.000000000000000,0.000000000000000
,2062,0.000000000000000,540000.000000000000000,9768600.000000000000000
,2072,0.000000000000000,7200.000000000000000,3400200.000000000000000
,2108,0.000000000000000,8100.000000000000000,0.000000000000000
,2110,0.000000000000000,202500.000000000000000,0.000000000000000
,2119,0.000000000000000,4149900.000000000000000,4024800.000000000000000
,2123,0.000000000000000,0.000000000000000,9020700.000000000000000
,2127,0.000000000000000,4500.000000000000000,0.000000000000000
,2136,0.000000000000000,9900.000000000000000,0.000000000000000
,2155,0.000000000000000,1512000.000000000000000,2862000.000000000000000
,2163,0.000000000000000,2726100.000000000000000,0.000000000000000
,2182,0.000000000000000,0.000000000000000,1730700.000000000000000
,2187,0.000000000000000,340200.000000000000000,0.000000000000000
,2195,0.000000000000000,1431000.000000000000000,0.000000000000000
,2197,0.000000000000000,119700.000000000000000,0.000000000000000
,2198,0.000000000000000,575100.000000000000000,0.000000000000000
,2217,0.000000000000000,182700.000000000000000,0.000000000000000
,2236,0.000000000000000,1800.000000000000000,0.000000000000000
,2239,0.000000000000000,3715200.000000000000000,1501200.000000000000000
,2245,0.000000000000000,8583300.000000000000000,0.000000000000000
,2265,0.000000000000000,16158600.000000000000000,0.000000000000000
,2267,0.000000000000000,0.000000000000000,478800.000000000000000
,2268,0.000000000000000,0.000000000000000,3321000.000000000000000
,2273,0.000000000000000,0.000000000000000,656100.000000000000000
,2289,0.000000000000000,29700.000000000000000,0.000000000000000
,2292,0.000000000000000,403200.000000000000000,0.000000000000000
,2299,0.000000000000000,0.000000000000000,2325600.000000000000000
,2310,0.000000000000000,1148400.000000000000000,0.000000000000000
,2311,0.000000000000000,486000.000000000000000,701100.000000000000000
,2313,0.000000000000000,0.000000000000000,13228200.000000000000000
,2317,2169000.000000000000000,3445200.000000000000000,0.000000000000000
,2324,23400.000000000000000,0.000000000000000,0.000000000000000
,2327,0.000000000000000,0.000000000000000,11688300.000000000000000
,2338,0.000000000000000,7200.000000000000000,0.000000000000000
,2341,0.000000000000000,0.000000000000000,1201500.000000000000000
,2353,0.000000000000000,7200.000000000000000,0.000000000000000
,2355,0.000000000000000,0.000000000000000,1742400.000000000000000
,2360,0.000000000000000,5621400.000000000000000,0.000000000000000
,2363,0.000000000000000,148500.000000000000000,0.000000000000000
,2367,0.000000000000000,1800.000000000000000,0.000000000000000
,2371,0.000000000000000,29535300.000000000000000,9159300.000000000000000
,2372,0.000000000000000,0.000000000000000,9996300.000000000000000
,2373,0.000000000000000,8100.000000000000000,0.000000000000000
,2381,0.000000000000000,4388400.000000000000000,0.000000000000000
,2386,188100.000000000000000,3525300.000000000000000,307800.000000000000000
,2391,0.000000000000000,0.000000000000000,8609400.000000000000000
,2408,0.000000000000000,0.000000000000000,1673100.000000000000000
,2412,3141900.000000000000000,977400.000000000000000,0.000000000000000
,2422,0.000000000000000,5630400.000000000000000,2532600.000000000000000
,2428,0.000000000000000,0.000000000000000,1263600.000000000000000
,2433,0.000000000000000,7200.000000000000000,0.000000000000000
,2434,0.000000000000000,542700.000000000000000,4441500.000000000000000
,2435,0.000000000000000,0.000000000000000,15467400.000000000000000
,2443,0.000000000000000,0.000000000000000,5229000.000000000000000
,2457,0.000000000000000,34200.000000000000000,0.000000000000000
,2474,0.000000000000000,7794000.000000000000000,0.000000000000000
,2475,0.000000000000000,637200.000000000000000,133200.000000000000000
,2479,0.000000000000000,52200.000000000000000,0.000000000000000
,2491,0.000000000000000,5651100.000000000000000,0.000000000000000
,2492,0.000000000000000,0.000000000000000,15300.000000000000000
,2501,197100.000000000000000,0.000000000000000,0.000000000000000
,2519,0.000000000000000,0.000000000000000,2000700.000000000000000
,2520,0.000000000000000,1467000.000000000000000,10994400.000000000000000
,2521,0.000000000000000,8100.000000000000000,417600.000000000000000
,2524,0.000000000000000,0.000000000000000,2036700.000000000000000
,2526,0.000000000000000,769500.000000000000000,0.000000000000000
,2527,0.000000000000000,10747800.000000000000000,11771100.000000000000000
,2528,0.000000000000000,0.000000000000000,2071800.000000000000000
,2542,0.000000000000000,487800.000000000000000,70200.000000000000000
,2551,0.000000000000000,110700.000000000000000,0.000000000000000
,2556,0.000000000000000,171000.000000000000000,963000.000000000000000
,2558,0.000000000000000,0.000000000000000,3192300.000000000000000
,2566,0.000000000000000,0.000000000000000,1668600.000000000000000
,2567,0.000000000000000,0.000000000000000,1800.000000000000000
,2575,0.000000000000000,6300.000000000000000,10198800.000000000000000
,2602,2334600.000000000000000,5594400.000000000000000,850500.000000000000000
,2608,0.000000000000000,0.000000000000000,510300.000000000000000
,2612,0.000000000000000,1875600.000000000000000,0.000000000000000
,2614,0.000000000000000,295200.000000000000000,1387800.000000000000000
,2618,0.000000000000000,0.000000000000000,3276900.000000000000000
,2625,0.000000000000000,903600.000000000000000,0.000000000000000
,2629,0.000000000000000,0.000000000000000,1007100.000000000000000
,2637,0.000000000000000,4840200.000000000000000,418500.000000000000000
,2638,0.000000000000000,4380300.000000000000000,0.000000000000000
,2639,0.000000000000000,929700.000000000000000,1533600.000000000000000
,2642,0.000000000000000,4500.000000000000000,0.000000000000000
,2644,0.000000000000000,0.000000000000000,2123100.000000000000000
,2645,0.000000000000000,0.000000000000000,8100.000000000000000
,2656,0.000000000000000,1402200.000000000000000,0.000000000000000
,2658,0.000000000000000,3600.000000000000000,0.000000000000000
,2659,0.000000000000000,0.000000000000000,153900.000000000000000
,2666,0.000000000000000,0.000000000000000,684000.000000000000000
,2668,0.000000000000000,0.000000000000000,3095100.000000000000000
,2671,354600.000000000000000,6446700.000000000000000,0.000000000000000
,2676,13500.000000000000000,7120800.000000000000000,0.000000000000000
,2677,148500.000000000000000,3542400.000000000000000,125100.000000000000000
,2682,0.000000000000000,3345300.000000000000000,0.000000000000000
,2692,1803600.000000000000000,1402200.000000000000000,14400.000000000000000
,2704,0.000000000000000,330300.000000000000000,0.000000000000000
,2714,0.000000000000000,3071700.000000000000000,0.000000000000000
,2720,0.000000000000000,117000.000000000000000,0.000000000000000
,2723,0.000000000000000,124200.000000000000000,0.000000000000000
,2725,0.000000000000000,0.000000000000000,1434600.000000000000000
,2731,0.000000000000000,0.000000000000000,900.000000000000000
,2734,0.000000000000000,1476000.000000000000000,0.000000000000000
,2735,0.000000000000000,0.000000000000000,455400.000000000000000
,2741,0.000000000000000,797400.000000000000000,16200.000000000000000
,2744,0.000000000000000,0.000000000000000,296100.000000000000000
,2752,0.000000000000000,4709700.000000000000000,0.000000000000000
,2760,0.000000000000000,0.000000000000000,9102600.000000000000000
,2769,0.000000000000000,261900.000000000000000,0.000000000000000
,2772,0.000000000000000,559800.000000000000000,14059800.000000000000000
,2778,0.000000000000000,0.000000000000000,1650600.000000000000000
,2794,0.000000000000000,12600.000000000000000,0.000000000000000
,2798,0.000000000000000,260100.000000000000000,2710800.000000000000000
,2800,836100.000000000000000,5343300.000000000000000,0.000000000000000
,2802,0.000000000000000,10634400.000000000000000,0.000000000000000
,2809,0.000000000000000,0.000000000000000,1607400.000000000000000
,2816,0.000000000000000,229500.000000000000000,0.000000000000000
,2826,0.000000000000000,11433600.000000000000000,0.000000000000000
,2834,0.000000000000000,77400.000000000000000,29700.000000000000000
,2835,0.000000000000000,10164600.000000000000000,0.000000000000000
,2851,0.000000000000000,0.000000000000000,896400.000000000000000
,2859,0.000000000000000,86400.000000000000000,0.000000000000000
,2877,0.000000000000000,1394100.000000000000000,0.000000000000000
,2896,0.000000000000000,0.000000000000000,72900.000000000000000
,2902,0.000000000000000,0.000000000000000,19800.000000000000000
,2903,0.000000000000000,0.000000000000000,429300.000000000000000
,2904,0.000000000000000,2259000.000000000000000,1015200.000000000000000
,2916,0.000000000000000,0.000000000000000,62440200.000000000000000
,2918,0.000000000000000,9173700.000000000000000,0.000000000000000
,2927,0.000000000000000,0.000000000000000,1308600.000000000000000
,2932,0.000000000000000,0.000000000000000,63900.000000000000000
,2935,0.000000000000000,863100.000000000000000,0.000000000000000
,2949,0.000000000000000,0.000000000000000,2819700.000000000000000
,2956,0.000000000000000,819000.000000000000000,55800.000000000000000
,2957,0.000000000000000,63000.000000000000000,0.000000000000000
,2962,0.000000000000000,0.000000000000000,549000.000000000000000
,2992,0.000000000000000,8759700.000000000000000,0.000000000000000
,3008,0.000000000000000,12827700.000000000000000,261900.000000000000000
,3032,0.000000000000000,5046300.000000000000000,0.000000000000000
,3047,2850300.000000000000000,2060100.000000000000000,0.000000000000000
,3049,0.000000000000000,1486800.000000000000000,0.000000000000000
,3050,0.000000000000000,156600.000000000000000,0.000000000000000
,3055,0.000000000000000,1521900.000000000000000,0.000000000000000
,3061,0.000000000000000,21216600.000000000000000,135000.000000000000000
,3072,0.000000000000000,32400.000000000000000,30600.000000000000000
,3081,0.000000000000000,359100.000000000000000,0.000000000000000
,3084,0.000000000000000,4143600.000000000000000,735300.000000000000000
,3087,0.000000000000000,1592100.000000000000000,0.000000000000000
,3099,0.000000000000000,101700.000000000000000,83700.000000000000000
,3101,0.000000000000000,453600.000000000000000,0.000000000000000
,3156,0.000000000000000,0.000000000000000,6229800.000000000000000
,3165,0.000000000000000,137700.000000000000000,0.000000000000000
,3166,0.000000000000000,0.000000000000000,3162600.000000000000000
,3167,0.000000000000000,9900.000000000000000,0.000000000000000
,3170,0.000000000000000,328500.000000000000000,0.000000000000000
,3183,0.000000000000000,66600.000000000000000,0.000000000000000
,3184,0.000000000000000,0.000000000000000,3045600.000000000000000
,3191,0.000000000000000,70200.000000000000000,634500.000000000000000
,3206,0.000000000000000,0.000000000000000,2917800.000000000000000
,3207,0.000000000000000,0.000000000000000,9000.000000000000000
,3217,0.000000000000000,0.000000000000000,243900.000000000000000
,3222,0.000000000000000,163800.000000000000000,0.000000000000000
,3223,0.000000000000000,5409900.000000000000000,0.000000000000000
,3224,0.000000000000000,3600.000000000000000,0.000000000000000
,3241,0.000000000000000,1944000.000000000000000,0.000000000000000
,3250,0.000000000000000,0.000000000000000,3768300.000000000000000
,3256,0.000000000000000,0.000000000000000,375300.000000000000000
,3258,0.000000000000000,0.000000000000000,226800.000000000000000
,3270,0.000000000000000,0.000000000000000,552600.000000000000000
,3273,0.000000000000000,7200.000000000000000,900.000000000000000
,3274,0.000000000000000,313200.000000000000000,0.000000000000000
,3276,0.000000000000000,355500.000000000000000,0.000000000000000
,3279,0.000000000000000,0.000000000000000,2260800.000000000000000
,3280,0.000000000000000,3378600.000000000000000,0.000000000000000
,3281,0.000000000000000,0.000000000000000,2318400.000000000000000
,3284,0.000000000000000,0.000000000000000,589500.000000000000000
,3288,0.000000000000000,5724900.000000000000000,0.000000000000000
,3297,0.000000000000000,3675600.000000000000000,0.000000000000000
,3309,1206000.000000000000000,0.000000000000000,0.000000000000000
,3311,0.000000000000000,1154700.000000000000000,0.000000000000000
,3336,0.000000000000000,1711800.000000000000000,0.000000000000000
,3337,0.000000000000000,2821500.000000000000000,0.000000000000000
,3343,0.000000000000000,43200.000000000000000,4313700.000000000000000
,3355,0.000000000000000,98100.000000000000000,0.000000000000000
,3359,0.000000000000000,1800.000000000000000,0.000000000000000
,3362,0.000000000000000,40500.000000000000000,5999400.000000000000000
,3372,0.000000000000000,0.000000000000000,1770300.000000000000000
,3373,0.000000000000000,0.000000000000000,2845800.000000000000000
,3376,0.000000000000000,86400.000000000000000,0.000000000000000
,3380,0.000000000000000,900900.000000000000000,0.000000000000000
,3396,0.000000000000000,182700.000000000000000,0.000000000000000
,3409,0.000000000000000,178200.000000000000000,0.000000000000000
,3412,26100.000000000000000,1011600.000000000000000,0.000000000000000
,3415,0.000000000000000,4189500.000000000000000,0.000000000000000
,3419,0.000000000000000,0.000000000000000,7158600.000000000000000
,3420,0.000000000000000,10094400.000000000000000,0.000000000000000
,3431,0.000000000000000,9949500.000000000000000,0.000000000000000
,3435,0.000000000000000,52200.000000000000000,0.000000000000000
,3436,497700.000000000000000,0.000000000000000,0.000000000000000
,3453,0.000000000000000,484200.000000000000000,1356300.000000000000000
,3454,0.000000000000000,0.000000000000000,1796400.000000000000000
,3456,2831400.000000000000000,775800.000000000000000,587700.000000000000000
,3465,0.000000000000000,2278800.000000000000000,0.000000000000000
,3468,0.000000000000000,0.000000000000000,26100.000000000000000
,3470,0.000000000000000,0.000000000000000,335700.000000000000000
,3475,0.000000000000000,4647600.000000000000000,0.000000000000000
,3483,0.000000000000000,49500.000000000000000,0.000000000000000
,3489,0.000000000000000,0.000000000000000,61200.000000000000000
,3493,0.000000000000000,3600.000000000000000,0.000000000000000
,3502,0.000000000000000,0.000000000000000,2439000.000000000000000
,3509,0.000000000000000,13161600.000000000000000,0.000000000000000
,3512,0.000000000000000,0.000000000000000,391500.000000000000000
,3515,0.000000000000000,10964700.000000000000000,101700.000000000000000
,3517,0.000000000000000,314100.000000000000000,587700.000000000000000
,3538,0.000000000000000,91800.000000000000000,0.000000000000000
,3541,0.000000000000000,0.000000000000000,2696400.000000000000000
,3545,0.000000000000000,2744100.000000000000000,0.000000000000000
,3552,0.000000000000000,3600.000000000000000,0.000000000000000
,3572,0.000000000000000,1655100.000000000000000,0.000000000000000
,3575,0.000000000000000,0.000000000000000,20700.000000000000000
,3593,0.000000000000000,6938100.000000000000000,538200.000000000000000
,3597,0.000000000000000,0.000000000000000,351900.000000000000000
,3605,0.000000000000000,5141700.000000000000000,0.000000000000000
,3606,0.000000000000000,313200.000000000000000,9622800.000000000000000
,3609,0.000000000000000,1594800.000000000000000,11700.000000000000000
,3610,0.000000000000000,4500.000000000000000,0.000000000000000
,3622,558000.000000000000000,1394100.000000000000000,0.000000000000000
,3624,0.000000000000000,0.000000000000000,708300.000000000000000
,3628,0.000000000000000,0.000000000000000,3324600.000000000000000
,3631,0.000000000000000,167400.000000000000000,1348200.000000000000000
,3639,0.000000000000000,0.000000000000000,1217700.000000000000000
,3654,0.000000000000000,25331400.000000000000000,0.000000000000000
,3655,0.000000000000000,11700.000000000000000,0.000000000000000
,3663,72000.000000000000000,4505400.000000000000000,1106100.000000000000000
,3672,0.000000000000000,0.000000000000000,8622000.000000000000000
,3674,9107100.000000000000000,0.000000000000000,0.000000000000000
,3676,0.000000000000000,17975700.000000000000000,1041300.000000000000000
,3682,0.000000000000000,574200.000000000000000,0.000000000000000
,3688,0.000000000000000,1042200.000000000000000,0.000000000000000
,3698,0.000000000000000,3345300.000000000000000,6188400.000000000000000
,3704,0.000000000000000,4644000.000000000000000,1208700.000000000000000
,3706,0.000000000000000,3487500.000000000000000,0.000000000000000
,3710,0.000000000000000,0.000000000000000,908100.000000000000000
,3717,0.000000000000000,63900.000000000000000,4988700.000000000000000
,3721,0.000000000000000,3918600.000000000000000,0.000000000000000
,3725,0.000000000000000,1342800.000000000000000,1464300.000000000000000
,3726,0.000000000000000,0.000000000000000,346500.000000000000000
,3729,0.000000000000000,507600.000000000000000,0.000000000000000
,3735,0.000000000000000,11961000.000000000000000,0.000000000000000
,3747,0.000000000000000,0.000000000000000,252900.000000000000000
,3750,0.000000000000000,28800.000000000000000,0.000000000000000
,3754,0.000000000000000,0.000000000000000,1123200.000000000000000
,3756,0.000000000000000,0.000000000000000,2151000.000000000000000
,3759,0.000000000000000,2543400.000000000000000,0.000000000000000
,3772,0.000000000000000,0.000000000000000,1586700.000000000000000
,3787,0.000000000000000,0.000000000000000,1137600.000000000000000
,3791,0.000000000000000,553500.000000000000000,1086300.000000000000000
,3798,0.000000000000000,0.000000000000000,4605300.000000000000000
,3807,0.000000000000000,0.000000000000000,2799900.000000000000000
